star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 160103179|322.03437882261|32.22533047768|322.0350815524067|32.22568498535472|160103179|1853901609461357568|1853901609461357568|106003|2MASS J21280825+3213310|2708-02737-1|WDS J21281+3214A|HD 204485|tic_near|133.85704514877875|0.0202429071068763|79.56505380656154|0.0339713208377361|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.057|0.023|TIC tycho2b3|2019AJ....158..138S|5.752|0.023|TIC sirful|2019AJ....158..138S|5.6|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|null|null|null|null|5.156|0.046|TIC|2019AJ....158..138S|5.02|0.04|TIC|2019AJ....158..138S|4.955|0.017|TIC|2019AJ....158..138S|5.464|0.006|5.6821980476379395|0.0027808005357496694|gaia_dr3|2023A&A...674A...1G|5.835533618927002|0.0029551569911771478|5.402248859405518|0.00408520775279398|22.464510525075056|0.0340419262647628|GaiaDR3|2023A&A...674A...1G|44.45331573486328|0.07263946533203125|bj2021|2021AJ....161..147B|0|F0V||1|7186.0|124.6|TIC|2019AJ....158..138S|4.124769517962904|0.03592421488755622|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.16|null|Simbad 2017AJ....153...21L|2017AJ....153...21L|0.8885563523038982|0.016125123522851673|update_TIC|Calculated Value|1.7945534381077632|0.07058895089660394|calc_from_L_and_Teff|Calculated Value|1.5653616189956665|0.04001200199127197|gaia_dr3_flame|2023A&A...674A...1G|0|1.4011870622634888|0.2607119679450989|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|A|12.3|5.6000000000000005|1853901815613067264|12.2965|8.6096|0|null
TIC 248448574|77.82990084262|-2.4907819394|77.83026000515487|-2.4907752218705337|248448574|3214665240169427072|3214665240169427072|24162|2MASS J05111917-0229267|4755-01678-1|null|HD  33608|tic_near|80.61666058293514|0.0369906723499298|1.6281996801695446|0.0223213713616132|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.346|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.892|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.376|0.268|TIC|2019AJ....158..138S|5.052|0.076|TIC|2019AJ....158..138S|4.823|0.044|TIC|2019AJ....158..138S|5.466|0.006|5.785337448120117|0.0027981125405224664|gaia_dr3|2023A&A...674A...1G|6.0110392570495605|0.0029373124708013776|5.407501697540283|0.004161172426990329|26.864241001206523|0.0475638024508953|GaiaDR3|2023A&A...674A...1G|37.180667877197266|0.05760383605956676|bj2021|2021AJ....161..147B|0|F5V|1999MSS...C05....0H|1|6477.3|150.9|TIC|2019AJ....158..138S|4.085570819704026|0.04536226508434051|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.21|0.03|TIC|2019AJ....158..138S|0.6898387578317692|0.016100114102736658|update_TIC|Calculated Value|1.7570495113044047|0.08810747942124647|calc_from_L_and_Teff|Calculated Value|1.371106505393982|0.04001575708389282|gaia_dr3_flame|2023A&A...674A...1G|0|2.6241908073425293|0.3879802227020266|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 169225390|160.35077467186|-1.74149061554|160.35015816774634|-1.742022537954939|169225390|3805647792295621376|3805647792295621376|52316|2MASS J10412418-0144293|4913-01224-1|null|*  33 Sex|tic_near|-138.66617132909616|0.0333314538002014|-119.37523153978135|0.032011192291975|GaiaDR3|2023A&A...674A...1G|null|null|null|null|7.145|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|6.25|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|4.688|0.037|TIC|2019AJ....158..138S|4.536|0.208|TIC|2019AJ....158..138S|4.147|0.023|TIC|2019AJ....158..138S|5.467|0.006|6.021921157836914|0.0027912082801490167|gaia_dr3|2023A&A...674A...1G|6.462795734405518|0.0031136111615519637|5.410975933074951|0.0039995769097241575|26.511436170695827|0.0267601981759071|GaiaDR3|2023A&A...674A...1G|37.6540412902832|0.03939247131347656|bj2021|2021AJ....161..147B|0|G9IV|2006A&A...460..695T|0|5137.0|18.0|Pastel|2022A&A...663A...4S|3.5272542060828544|0.05116808098930243|calculated_from_M_and_R|Calculated Value|3.71|0.04|Pastel|2022A&A...663A...4S|0.02|0.02|Pastel|2022A&A...663A...4S|0.6460686409177466|0.01021237505550799|calc_from_gaia|Calculated Value|2.6562431893212044|0.036357458307847396|calc_from_L_and_Teff|Calculated Value|0.8664075866030733|0.09928550068997881|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 277774779|343.66451235232|-70.07371016946|343.66394549928197|-70.07338567190854|277774779|6384510877400590336|6384510877400590336|113137|2MASS J22543949-7004254|9340-01818-1|null|* rho Ind|tic_near|-43.1401829735091|0.0292680226266384|72.72790910579438|0.0270506236702203|GaiaDR3|2023A&A...674A...1G|6.95|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.71|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.05|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|null|null|null|null|null|null|null|null|5.044|0.037|TIC|2019AJ....158..138S|4.923|0.076|TIC|2019AJ....158..138S|4.518|0.031|TIC|2019AJ....158..138S|5.468|0.006|5.899947643280029|0.0027785022992209457|gaia_dr3|2023A&A...674A...1G|6.222665309906006|0.0030269844583777905|5.407670497894287|0.004183110432661154|37.46412217995383|0.0253116469830274|GaiaDR3|2023A&A...674A...1G|26.685930252075195|0.022006988525390625|bj2021|2021AJ....161..147B|0|G1VFe+0.3|2006AJ....132..161G|1|5839.0|16.0|Pastel|2022A&A...663A...4S|4.1036886515946716|0.021443776048221518|calculated_from_M_and_R|Calculated Value|4.24|0.03|Pastel|2022A&A...663A...4S|0.23|0.02|Pastel|2022A&A...663A...4S|0.36497634210999796|0.01223455470899687|update_TIC|Calculated Value|1.487523602501161|0.022482650661328325|calc_from_L_and_Teff|Calculated Value|1.024586796760559|0.04000157117843628|gaia_dr3_flame|2023A&A...674A...1G|0|9.82082462310791|0.9298300743103027|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|1|HD 216437
TIC 297236135|256.3200776234|0.70256045351|256.320001932861|0.7010753052476051|297236135|4381502851133968128|4381502851133968128|83601|2MASS J17051682+0042090|0398-01908-1|null|V* V2213 Oph|tic_near|-17.05858758933327|0.0363228283822536|-334.4007975788784|0.0216830447316169|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.59|null|Simbad||6.012|0.023|TIC sirful|2019AJ....158..138S|5.6|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|null|null|null|null|5.303|0.248|TIC|2019AJ....158..138S|4.702|0.076|TIC|2019AJ....158..138S|4.636|0.016|TIC|2019AJ....158..138S|5.471|0.006|5.862326622009277|0.002771610809410046|gaia_dr3|2023A&A...674A...1G|6.146850109100342|0.0029338221923314155|5.412328243255615|0.0038521831638681833|48.56716969311014|0.0385167561471462|GaiaDR3|2023A&A...674A...1G|20.573692321777344|0.0170745849609375|bj2021|2021AJ....161..147B|0|F8.5IV-V|1989ApJS...71..245K|1|6030.0|27.0|Pastel|2022A&A...663A...4S|4.386086543192212|0.02286614386303116|calculated_from_M_and_R|Calculated Value|4.38|0.03|Pastel|2022A&A...663A...4S|0.01|0.02|Pastel|2022A&A...663A...4S|0.14895150426142464|0.013686017551166477|update_TIC|Calculated Value|1.0876615416452728|0.019712400221572685|calc_from_L_and_Teff|Calculated Value|1.0495580434799194|0.040080010890960804|gaia_dr3_flame|2023A&A...674A...1G|0|4.926390171051025|0.876431941986084|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 17516667|67.00326388696|21.61990347678|67.00372585556586|21.619715671604588|17516667|145391484855481344|145391484855481344|20842|2MASS J04280078+2137117|1277-01628-1|WDS J04280+2137A|HD  28226|tic_near|97.09780452126684|0.0663234591484069|-42.14035232196819|0.0397252365946769|GaiaDR3|2023A&A...674A...1G|null|null|null|null|5.996|null|Simbad 2006AJ....132..111J|2006AJ....132..111J|5.711|0.001|Simbad 2006AJ....132..111J|2006AJ....132..111J|5.553|null|Simbad 2006AJ....132..111J|2006AJ....132..111J|5.406|null|Simbad 2006AJ....132..111J|2006AJ....132..111J|5.163|0.017|TIC|2019AJ....158..138S|5.103|0.017|TIC|2019AJ....158..138S|5.055|0.018|TIC|2019AJ....158..138S|5.472|0.006|5.657321453094482|0.002791966914098082|gaia_dr3|2023A&A...674A...1G|5.787464618682861|0.002928041095297847|5.413843631744385|0.004109160869909862|20.15881676146232|0.0554897896945476|GaiaDR3|2023A&A...674A...1G|49.50404357910156|0.13518333435058594|bj2021|2021AJ....161..147B|0|Am||1|7465.0|142.5|TIC|2019AJ....158..138S|4.109430556794891|0.03788048588100165|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.31|0.21|TIC|2019AJ....158..138S|0.9958611518303981|0.015020942935334533|update_TIC|Calculated Value|1.8815839360347302|0.07886143192254828|calc_from_L_and_Teff|Calculated Value|1.661154866218567|0.040051043033599854|gaia_dr3_flame|2023A&A...674A...1G|0|1.192039132118225|0.21817144751548762|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|A|167.7|5.630000000000001|null|null|null|0|null
TIC 343757899|273.1420114005|-73.67243603307|273.14056996489813|-73.67356628139693|343757899|6417978327725636096|6417978327725636096|89234|2MASS J18123398-7340206|9302-02069-1|WDS J18126-7340AB|HD 165259|tic_near|-91.39960337379937|0.0306539814919233|-254.3405619777715|0.0401638634502887|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.362|0.022|TIC tycho2b3|2019AJ....158..138S|5.86|0.03|TIC hipvmag|2019AJ....158..138S|null|null|null|null|null|null|null|null|4.928|0.024|TIC|2019AJ....158..138S|4.777|0.076|TIC|2019AJ....158..138S|4.68|0.021|TIC|2019AJ....158..138S|5.475|0.006|5.801417350769043|0.0027893539075509316|gaia_dr3|2023A&A...674A...1G|6.018606662750244|0.003803038010724768|5.406195163726807|0.004952777143092978|23.677789980116668|0.0398922227323055|GaiaDR3|2023A&A...674A...1G|42.17665100097656|0.06359672546386719|bj2021|2021AJ....161..147B|0|F5V|1975MSS...C01....0H|1|6642.0|null|TIC|2019AJ....158..138S|4.05094640057601|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.26|null|gcs_reanalysis|2011A&A...530A.138C|0.7911602314647838|0.0015932584747405639|gaia_dr3_flame|2023A&A...674A...1G|1.8777380986712298|null|calc_from_L_and_Teff|Calculated Value|1.4459351301193235|0.040019333362579346|gaia_dr3_flame|2023A&A...674A...1G|0|2.4373769760131836|0.33081674575805664|gaia_dr3_flame|2023A&A...674A...1G|null|2.103077|8.820506|6417978327722683392|2.103077|8.820506|6417978327722683392|1|1|AB|2.0|3.1800000000000006|null|null|null|0|null
TIC 161314759|343.40805094863|-48.59828462313|343.40951612662417|-48.59864449037182|161314759|6515731817739456256|6515731817739456256|113044|2MASS J22533792-4835539|8450-01093-1|null|* tau01 Gru|tic_near|217.94294462924728|0.0179091077297925|-81.01276218737999|0.0263374615460634|GaiaDR3|2023A&A...674A...1G|6.85|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.66|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.04|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|null|null|null|null|null|null|null|null|5.008|0.037|TIC|2019AJ....158..138S|4.687|0.076|TIC|2019AJ....158..138S|4.612|0.02|TIC|2019AJ....158..138S|5.475|0.006|5.887370586395264|0.0027778494763312104|gaia_dr3|2023A&A...674A...1G|6.189924240112305|0.0028927326509110133|5.4184041023254395|0.003990230147210222|30.191840984196556|0.0297593288123607|GaiaDR3|2023A&A...674A...1G|33.1031608581543|0.035472869873046875|bj2021|2021AJ....161..147B|0|G0V|2006AJ....132..161G|1|5953.0|16.0|Pastel|2022A&A...663A...4S|3.9986632077404485|0.020828631963761644|calculated_from_M_and_R|Calculated Value|4.11|0.03|Pastel|2022A&A...663A...4S|0.21|0.02|Pastel|2022A&A...663A...4S|0.5539107202138148|0.01354378916142133|update_TIC|Calculated Value|1.7788373506264887|0.029339103699419604|calc_from_L_and_Teff|Calculated Value|1.1504508256912231|0.04005157947540283|gaia_dr3_flame|2023A&A...674A...1G|0|6.371823787689209|0.6587374210357666|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|1|HD 216435
TIC 396255306|212.11317625666|-74.85028677288|212.1090387533397|-74.84948901093674|396255306|5790389872417570816|5790389872417570816|69090|2MASS J14082713-7451010|9256-02069-1|null|HD 122862|tic_near|-243.5738105725987|0.0240235552191734|179.54018094825125|0.0262704454362392|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.6|null|Simbad||6.02|null|Simbad||null|null|null|null|null|null|null|null|4.916|0.037|TIC|2019AJ....158..138S|4.677|0.076|TIC|2019AJ....158..138S|4.58|0.023|TIC|2019AJ....158..138S|5.475|0.006|5.875319480895996|0.0027824355074965684|gaia_dr3|2023A&A...674A...1G|6.16691780090332|0.0028655801968293097|5.410476207733154|0.004105343144192363|34.149105120135566|0.025594038888812|GaiaDR3|2023A&A...674A...1G|29.273826599121097|0.019331932067871094|bj2021|2021AJ....161..147B|0|F9.5V|2006AJ....132..161G|1|5963.0|18.0|Pastel|2022A&A...663A...4S|4.083687662590479|0.020917482995567345|calculated_from_M_and_R|Calculated Value|4.17|0.04|Pastel|2022A&A...663A...4S|-0.12|0.02|Pastel|2022A&A...663A...4S|0.45141554848331455|0.012632220608942483|update_TIC|Calculated Value|1.5755449585861157|0.02480960996813631|calc_from_L_and_Teff|Calculated Value|1.0976948738098145|0.04000139236450195|gaia_dr3_flame|2023A&A...674A...1G|0|7.396750450134277|0.7561085224151611|gaia_dr3_flame|2023A&A...674A...1G|null|9.507291|18.570572|5790391349883286400|9.507291|18.570572|5790391349883286400|0|0|null|null|null|null|null|null|0|null
TIC 372131402|1.22385287112|34.65966701041|1.2281583022698102|34.66020692160482|372131402|2876698936570138624|2876698936572615424|394|2MASS J00045378+3439355|2267-00101-1|null|HD 225239|tic_near|795.983|1.198|121.538|0.327|TIC gaia2|2019AJ....158..138S|6.82|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.74|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.11|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.56|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.18|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.117|0.216|TIC|2019AJ....158..138S|4.497|0.044|TIC|2019AJ....158..138S|4.438|0.015|TIC|2019AJ....158..138S|5.476|0.006|5.929921627044678|0.002769008762165343|gaia_dr3|2023A&A...674A...1G|6.260287761688232|0.002876282427044541|5.415909767150879|0.004279225472286272|28.2831|0.2306|TIC gaia2|2019AJ....158..138S|35.3251|0.29|TIC bj2018|2019AJ....158..138S|0|G3|1985ApJS...59..197B|1|5610.0|21.0|Pastel|2022A&A...663A...4S|3.837739123116406|null|calculated_from_M_and_R|Calculated Value|3.76|0.04|Pastel|2022A&A...663A...4S|-0.48|0.02|Pastel|2022A&A...663A...4S|0.6115724998791583|null|update_TIC|Calculated Value|2.1404898474283773|null|calc_from_L_and_Teff|Calculated Value|1.15|null|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 352402781|301.38652182532|-67.3208969078|301.396266053525|-67.32389294266508|352402781|6427244702486210816|6427244702486210816|98959|2MASS J20053286-6719156|9098-01638-1|null|HD 189567|tic_near|845.2518423828997|0.0156855545938015|-674.21301724364|0.0243260115385055|GaiaDR3|2023A&A...674A...1G|6.79|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.71|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.07|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|null|null|null|null|null|null|null|null|5.108|0.266|TIC|2019AJ....158..138S|4.724|0.076|TIC|2019AJ....158..138S|4.511|0.026|TIC|2019AJ....158..138S|5.478|0.006|5.91546106338501|0.0027658496897167953|gaia_dr3|2023A&A...674A...1G|6.239302635192871|0.0028537382824646456|5.418190956115723|0.003902831023720052|55.76543555731051|0.0245189052075147|GaiaDR3|2023A&A...674A...1G|17.927154541015625|0.008182525634765625|bj2021|2021AJ....161..147B|0|G2V|2006AJ....132..161G|1|5730.0|15.0|Pastel|2022A&A...663A...4S|4.374739082636757|0.022357326231653915|calculated_from_M_and_R|Calculated Value|4.42|0.03|Pastel|2022A&A...663A...4S|-0.19|0.04|Pastel|2022A&A...663A...4S|0.016304760794703253|0.011209953304864814|update_TIC|Calculated Value|1.0339410573303454|0.014400193622908345|calc_from_L_and_Teff|Calculated Value|0.923980951309204|0.04000160098075867|gaia_dr3_flame|2023A&A...674A...1G|0|11.263557434082031|1.268218994140625|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|1|HD 189567
TIC 36363632|102.07944065328|-1.31892470086|102.0792778722707|-1.3190792247964689|36363632|3107091187177468416|3107091187177468416|32617|2MASS J06481907-0119079|4800-02674-1|null|HD  49434|tic_near|-37.119642226535504|0.0481740832328796|-35.06105948682413|0.040261834859848|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.015|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.731|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.402|0.28|TIC|2019AJ....158..138S|5.131|0.026|TIC|2019AJ....158..138S|5.01|0.016|TIC|2019AJ....158..138S|5.479|0.006|5.680270671844482|0.002853145919381792|gaia_dr3|2023A&A...674A...1G|5.821960926055908|0.0035822724074728316|5.421236515045166|0.004546327749013368|24.99015385366237|0.0546086393296718|GaiaDR3|2023A&A...674A...1G|39.964637756347656|0.10460662841796875|bj2021|2021AJ....161..147B|0|F0V+|1989ApJS...69..301G|1|7308.0|110.2|TIC|2019AJ....158..138S|4.235502159455557|0.03272836858377059|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.039|0.06|TIC|2019AJ....158..138S|0.7966678712491734|0.015985462585203728|update_TIC|Calculated Value|1.5609518368080517|0.05514942815541104|calc_from_L_and_Teff|Calculated Value|1.5283173322677612|0.04003173112869263|gaia_dr3_flame|2023A&A...674A...1G|0|1.005416989326477|0.280301034450531|gaia_dr3_flame|2023A&A...674A...1G|null|8.998051|19.486788|3107091187178183808|8.998051|19.486788|3107091187178183808|0|0|null|null|null|null|null|null|0|null
TIC 232606431|258.13575453839|62.87433154804|258.13590973328985|62.874543229455746|232606431|1631010158460327168|1631010158460327168|84183|2MASS J17123260+6252278|4202-01457-1|null|HD 156295|tic_near|16.410101938992344|0.0775834769010543|46.88333871667173|0.071918711066246|GaiaDR3|2023A&A...674A...1G|null|null|null|null|5.737|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.54|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.093|0.037|TIC|2019AJ....158..138S|5.105|0.046|TIC|2019AJ....158..138S|5.05|0.018|TIC|2019AJ....158..138S|5.48|0.012|5.506300449371338|0.0028994547791038145|gaia_dr3|2023A&A...674A...1G|5.60506534576416|0.0030141900404527847|5.320697784423828|0.005228460538489312|22.847201312584428|0.0552698746323585|GaiaDR3|2023A&A...674A...1G|43.74819564819336|0.09935379028320312|bj2021|2021AJ....161..147B|0|A7V|1995ApJS...99..135A|1|7834.0|72.9|TIC|2019AJ....158..138S|4.233790618934546|0.021187978197767215|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.455700010061264|0.09839999675750732|gspphot [M/H]|2023A&A...674A...1G|0.9568562914572873|0.008867432340106977|update_TIC|Calculated Value|1.6334793783369992|0.034674421870887796|calc_from_L_and_Teff|Calculated Value|1.667056441307068|0.04007124900817882|gaia_dr3_flame|2023A&A...674A...1G|0|0.7085756659507751|0.21619547903537753|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|0|null|null|null|1631025482903503872|641.5927|5.2311|0|null
TIC 408817657|38.22559174634|15.03453062793|38.22549676633077|15.034753675959168|408817657|75349600571311744|75349600571311744|11843|2MASS J02325413+1502042|1216-01511-1|WDS J02329+1502AB|*  29 Ari|tic_near|-20.534091394995706|0.1042894646525383|49.07241306007695|0.080459751188755|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.541|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.988|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.089|0.282|TIC|2019AJ....158..138S|4.637|0.036|TIC|2019AJ....158..138S|4.584|0.016|TIC|2019AJ....158..138S|5.481|0.007|5.867583274841309|0.002857602810165879|gaia_dr3|2023A&A...674A...1G|6.144775390625|0.0034771476138388884|5.415981292724609|0.005474672750262976|34.15245035858935|0.0994478017091751|GaiaDR3|2023A&A...674A...1G|29.237709045410156|0.0813589096069336|bj2021|2021AJ....161..147B|0|F8V||1|5984.7|120.1|TIC|2019AJ....158..138S|4.1017671904183866|0.04053812426723002|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.09|null|gcs_reanalysis|2011A&A...530A.138C|0.4505633444056138|0.013765738260125617|update_TIC|Calculated Value|1.5626062136928494|0.0674286630895071|calc_from_L_and_Teff|Calculated Value|1.125637769699097|0.040029704570770375|gaia_dr3_flame|2023A&A...674A...1G|0|6.231235504150391|0.7019903659820557|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|AB|1.4|3.5999999999999996|null|null|null|0|null
TIC 365480289|311.97074687246|52.40714921297|311.9713286354886|52.40645425341833|365480289|2182157988437859968|2182157988437859968|102642|2MASS J20475298+5224261|3586-02801-1|WDS J20479+5224A|HD 198387|tic_near|78.89052272108374|0.0403862111270427|-156.83698069678942|0.04533152282238|GaiaDR3|2023A&A...674A...1G|null|null|null|null|7.16|null|Simbad||6.295|0.023|TIC sirful|2019AJ....158..138S|5.7|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|null|null|null|null|4.686|0.037|TIC|2019AJ....158..138S|4.328|0.23|TIC|2019AJ....158..138S|4.139|0.017|TIC|2019AJ....158..138S|5.484|0.006|6.044360637664795|0.0027649216798135545|gaia_dr3|2023A&A...674A...1G|6.49616003036499|0.0030189596741232905|5.423293113708496|0.003872257187789827|24.081794334812816|0.0353572592139244|GaiaDR3|2023A&A...674A...1G|41.48029327392578|0.05376625061035156|bj2021|2021AJ....161..147B|0|K0V:||1|5068.0|28.0|Pastel|2022A&A...663A...4S|3.413408705464204|0.052070090077484185|calculated_from_M_and_R|Calculated Value|3.63|0.07|Pastel|2022A&A...663A...4S|-0.15|0.04|Pastel|2022A&A...663A...4S|0.7267686270258488|0.014588910455968029|calc_from_gaia|Calculated Value|2.9947718755274364|0.060209477085731315|calc_from_L_and_Teff|Calculated Value|0.8473611920163243|0.09571125283397028|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|6.559431|18.109047|2182157988437998848|6.559431|18.109047|2182157988437998848|1|1|A|26.0|4.46|null|null|null|0|null
TIC 461273024|228.95448996005|0.37213770698|228.95401434530052|0.3721929104662574|461273024|4419087491463629952|4419087491463629952|74689|2MASS J15154907+0022196|0336-01029-1|null|*   4 Ser|tic_near|-107.0171420271403|0.091188259422779|12.440851863892366|0.0761384889483451|GaiaDR3|2023A&A...674A...1G|null|null|null|null|5.8|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.623|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.729|0.322|TIC|2019AJ....158..138S|5.25|0.026|TIC|2019AJ....158..138S|5.177|0.02|TIC|2019AJ....158..138S|5.485|0.007|5.594703674316406|0.002934276916268872|gaia_dr3|2023A&A...674A...1G|5.677889823913574|0.003080677020761184|5.43225622177124|0.004401692929534847|21.18155288914161|0.0821245163679122|GaiaDR3|2023A&A...674A...1G|47.06477737426758|0.19973182678222656|bj2021|2021AJ....161..147B|0|A5V|1999MSS...C05....0H|1|7917.7|93.5|TIC|2019AJ....158..138S|4.2292696777150605|0.025624980602318388|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.5497000217437744|0.04445001482963565|gspphot [M/H]|2023A&A...674A...1G|0.988904052760904|0.01145429383372438|update_TIC|Calculated Value|1.659229980776151|0.044882458708196356|calc_from_L_and_Teff|Calculated Value|1.7022181749343872|0.04008674621582031|gaia_dr3_flame|2023A&A...674A...1G|0|0.6584351062774658|0.20304176211357117|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
