star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 410135269|339.37454992875|-67.10339558999|339.3721049557418|-67.10424353557688|410135269|6386014833212987904|6386014833212987904|111686|2MASS J22372980-6706121|9124-00443-2|WDS J22375-6706AB|CD-67  2556|tic_near|-213.877876452104|0.0219189040362834|-190.8467326168408|0.0222520790994167|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.91|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.75|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.76|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.364|0.019|TIC|2019AJ....158..138S|6.746|0.02|TIC|2019AJ....158..138S|6.574|0.017|TIC|2019AJ....158..138S|8.731|0.006|9.488032341003418|0.0027692321009437234|gaia_dr3|2023A&A...674A...1G|10.085651397705078|0.01185447922486081|8.543405532836914|0.016347617216104397|33.81447048707999|0.0223711468279361|GaiaDR3|2023A&A...674A...1G|29.556440353393555|0.018379211425779474|bj2021|2021AJ....161..147B|0|null|null|0|4262.917043300601|70.0|update_TIC|Calculated Value|4.568985772747155|0.04100969110310203|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.7479000091552734|0.025199979543685913|gspphot [M/H]|2023A&A...674A...1G|-0.8260143799941275|0.014561697317895524|gaia_dr3_flame|2023A&A...674A...1G|0.7083235678499019|0.026117962424169656|calc_from_L_and_Teff|Calculated Value|0.6782370805740356|0.040000200271606445|gaia_dr3_flame|2023A&A...674A...1G|0|null|null|gaia_dr3_flame|2023A&A...674A...1G|null|1.431713|10.93463|6386014803149425664|1.431713|10.93463|6386014803149425664|1|1|AB|1.4|1.7200000000000006|6386014803149425664|1.4317|1.4466|0|null
TIC 2026186064|339.37365050793|-67.10320239695|339.37125759857753|-67.1040210920978|2026186064|6386014803147685504|6386014803149425664|null|null|9124-443-2|WDS J22375-6706B|CD-67  2556B|tic_near|-209.49165612044783|0.0303301643580198|-184.32898420533553|0.0402747392654418|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.15|0.34|Simbad 2002A&A...384..180F|2002A&A...384..180F|11.62|0.13|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|10.046|0.054|10.934630393981934|0.0029139471055733114|gaia_dr3|2023A&A...674A...1G|11.613873481750488|0.06424371421593104|9.80693817138672|0.020088572007469205|33.72216059995499|0.0343195721507072|GaiaDR3|2023A&A...674A...1G|29.63489532470703|0.030355453491210938|bj2021|2021AJ....161..147B|0|null|null|0|3979.314968032208|70.0|using_TIC_relation|Calculated Value|4.913855413954756|0.07729877418866452|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.3289480688763802|0.046908636522697174|calc_from_gaia|Calculated Value|0.4555771982729173|0.029363954121826033|calc_from_L_and_Teff|Calculated Value|0.6207428780926493|0.07618185990029251|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|null|1.431713|9.488032|6386014833212987904|1.431713|9.488032|6386014833212987904|1|1|B|1.4|-1.7200000000000006|6386014833212987392|1.4317|-1.4466|0|null
TIC 394634714|359.04280171383|-72.00217929318|359.0390860290561|-72.00261842008351|394634714|6386130664186693248|6386130664186693248|118009|2MASS J23561020-7200078|9342-00667-1|null|HD 224230|tic_near|-258.35727243904574|0.0159589033573865|-98.92510885406996|0.0161861013621091|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.91|0.05|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.94|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|8.243|0.026|TIC|2019AJ....158..138S|7.729|0.04|TIC|2019AJ....158..138S|7.631|0.033|TIC|2019AJ....158..138S|9.058|0.006|9.665567398071287|0.0027594454372649136|gaia_dr3|2023A&A...674A...1G|10.173684120178224|0.0028494183199156073|9.001029968261719|0.003791663802729896|20.1498278016983|0.0136577477678656|GaiaDR3|2023A&A...674A...1G|49.59218215942383|0.030607223510742188|bj2021|2021AJ....161..147B|0|K3(V)|1975MSS...C01....0H|1|4887.0|46.0|Pastel|2022A&A...663A...4S|4.581124531271833|0.03104218614514908|calculated_from_M_and_R|Calculated Value|4.56|0.09|Pastel|2022A&A...663A...4S|-0.08|0.03|Pastel|2022A&A...663A...4S|-0.5466659144834198|0.012291140961476892|update_TIC|Calculated Value|0.7434213162579562|0.017508164647630033|calc_from_L_and_Teff|Calculated Value|0.7682930827140808|0.041305601596832275|gaia_dr3_flame|2023A&A...674A...1G|0|10.42250633239746|3.0271501541137695|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 238176832|358.35509934967|-70.94476326468|358.3593934660763|-70.94461574811649|238176832|6386280060329151616|6386280060329151616|null|2MASS J23532520-7056410|null|null|L   85-31|tic_near|315.55540614255847|0.0248754061758518|33.241489177627564|0.0279741827398538|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.617|0.033|TIC apassdr9|2019AJ....158..138S|12.999|null|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.689|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.336|0.02|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|8.683|0.024|TIC|2019AJ....158..138S|8.1|0.038|TIC|2019AJ....158..138S|7.779|0.027|TIC|2019AJ....158..138S|10.324|0.007|11.622756958007812|0.002819596941502436|gaia_dr3|2023A&A...674A...1G|13.255802154541016|0.0036246271703411835|10.389349937438965|0.0038807135558453876|81.13615977267115|0.025188835337758|GaiaDR3|2023A&A...674A...1G|12.324152946472168|0.004089832305908203|bj2021|2021AJ....161..147B|0|M3.5|2006AJ....132..866R|1|3245.0|null|TIC|2019AJ....158..138S|4.955239981586813|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.6600000262260437|0.2450000047683716|gspspec [M/H]|2023A&A...674A...1G|-2.1233310864655373|0.11159516946548984|update_TIC|Calculated Value|0.2745097026348844|null|calc_from_L_and_Teff|Calculated Value|0.24790640811415698|0.005430630425092048|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 410214984|354.91362478891|-69.19430415635|354.914601194231|-69.19459641431686|410214984|6387058411482257280|6387058411482257280|null|2MASS J23393929-6911396|9339-2157-1|WDS J23397-6912B|HD 222259B|tic_near|78.13338707723472|0.0149069996550679|-65.84451905808592|0.0123713556677103|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.62|0.06|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.84|null|Simbad 2006A&A...460..695T|2006A&A...460..695T|null|null|null|null|null|null|null|null|7.63|0.058|TIC|2019AJ....158..138S|7.193|0.034|TIC|2019AJ....158..138S|7.032|0.063|TIC|2019AJ....158..138S|8.757|0.006|9.406730651855469|0.003084388872075831|gaia_dr3|2023A&A...674A...1G|9.966769218444824|0.005964512774825392|8.696770668029785|0.00515159266354503|22.65239143465871|0.0125222997739911|GaiaDR3|2023A&A...674A...1G|44.11341094970703|0.022821426391601562|bj2021|2021AJ....161..147B|0|K3Ve|2006A&A...460..695T|1|4669.84100046769|70.0|update_TIC|Calculated Value|4.459221836789452|0.06913435136660273|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.5228999853134155|0.010100007057189941|gspphot [M/H]|2023A&A...674A...1G|-0.520019403896251|0.03705702005630726|update_TIC_gaia2|Calculated Value|0.8395349007249796|0.04377632051087725|calc_from_L_and_Teff|Calculated Value|0.74|0.089|TIC|2019AJ....158..138S|0|null|null|null|null|null|5.365593|8.341437|6387058411482257536|5.365593|8.341437|6387058411482257536|1|1|B|5.4|-1.0999999999999996|6387419738490978304|2547.6643|6.133|0|null
TIC 260796911|347.71327941834|-69.03183845506|347.710466364362|-69.0319418611899|260796911|6387641461883035264|6387641461883035264|114460|2MASS J23105119-6901546|9338-00996-1|null|HD 218632|tic_near|-226.06589995399236|0.0192415118217468|-23.469483723958614|0.0208102613687515|GaiaDR3|2023A&A...674A...1G|null|null|null|null|9.45|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.66|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.316|0.024|TIC|2019AJ....158..138S|7.024|0.044|TIC|2019AJ....158..138S|6.871|0.021|TIC|2019AJ....158..138S|8.005|0.006|8.500009536743164|0.002758453716541123|gaia_dr3|2023A&A...674A...1G|8.875667572021484|0.002840218455150391|7.951522350311279|0.003796827309143747|20.650229019554057|0.0199437718838453|GaiaDR3|2023A&A...674A...1G|48.39524841308594|0.04394340515136719|bj2021|2021AJ....161..147B|0|G8V|1975MSS...C01....0H|1|5418.0|36.0|Pastel|2022A&A...663A...4S|4.412403209112279|0.025014705404073835|calculated_from_M_and_R|Calculated Value|4.44|0.1|Pastel|2022A&A...663A...4S|-0.03|0.12|Pastel|2022A&A...663A...4S|-0.14125836987916823|0.009349747495360815|update_TIC|Calculated Value|0.9645960041262518|0.01649624241762238|calc_from_L_and_Teff|Calculated Value|0.8770543336868286|0.04064568877220154|gaia_dr3_flame|2023A&A...674A...1G|0|11.859413146972656|1.6443519592285165|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|0|null|null|null|6387640843407747072|231.5877|5.9167|0|null
TIC 402066134|352.75328352129|-69.08634449294|352.75559387734467|-69.08690616733932|402066134|6387813329294043520|6387813329294043520|null|2MASS J23310080-6905109|9339-02158-1|WDS J23310-6905B|CD-69  2101|tic_near|185.6576575025582|0.0127495573833584|-126.52710588307438|0.0152018275111913|GaiaDR3|2023A&A...674A...1G|null|null|null|null|9.89|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.98|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.345|0.021|TIC|2019AJ....158..138S|6.824|0.034|TIC|2019AJ....158..138S|6.712|0.029|TIC|2019AJ....158..138S|8.216|0.006|8.854011535644531|0.0027825206122612267|gaia_dr3|2023A&A...674A...1G|9.400179862976074|0.0030594500217228414|8.157503128051758|0.0038828610731402088|33.033650625990006|0.0120943747460842|GaiaDR3|2023A&A...674A...1G|30.258785247802734|0.011046409606933594|bj2021|2021AJ....161..147B|0|K3V|2006A&A...460..695T|1|4848.0|188.3|TIC|2019AJ....158..138S|4.651703291599238|0.07596449559166601|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.2399999946355819|0.009999997913837447|gspspec [M/H]|2023A&A...674A...1G|-0.6463076507792586|0.023846775014758074|update_TIC|Calculated Value|0.6735558262600589|0.05549451799958644|calc_from_L_and_Teff|Calculated Value|0.7419640421867371|0.043532878160476685|gaia_dr3_flame|2023A&A...674A...1G|0|11.145347595214844|4.530975580215454|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|B|36.4|-1.92|6387813363653799936|36.3501|-1.9019|0|null
TIC 229807000|352.24015614429|-68.04278492383|352.24103003800235|-68.04308778549132|229807000|6388014157668558080|6388014157668558080|null|2MASS J23285763-6802338|null|null|ASAS J232857-6802.4|tic_near|73.47275437254842|0.0175819043070077|-68.21942947101722|0.0195884890854358|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.51|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.04|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.59|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.624|0.036|Simbad 2012AcA....62...67K|2012AcA....62...67K|9.257|0.023|TIC|2019AJ....158..138S|8.637|0.036|TIC|2019AJ....158..138S|8.381|0.023|TIC|2019AJ....158..138S|10.799|0.007|11.97541332244873|0.0028471344616484476|gaia_dr3|2023A&A...674A...1G|13.298294067382812|0.00423251054394203|10.83597469329834|0.004145602678725524|21.814973238877105|0.0160962473601102|GaiaDR3|2023A&A...674A...1G|45.843753814697266|0.03621864318847656|bj2021|2021AJ....161..147B|0|M2.5Ve|2017ApJ...840...87R|1|3453.0|null|TIC|2019AJ....158..138S|4.653809597137581|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.6765999794006348|0.0023500025272369385|gspphot [M/H]|2023A&A...674A...1G|-1.3402315332537826|0.10534437296556434|update_TIC|Calculated Value|0.5972328967777706|null|calc_from_L_and_Teff|Calculated Value|0.5861778624364858|0.014732971058079443|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|null|null|null|6388041065639821312|762.2199|1.8688|0|null
TIC 325095105|339.03150882249|-66.92487553638|339.02908933004187|-66.92570202263579|325095105|6392033358000733440|6392033358000733440|111566|2MASS J22360751-6655297|9124-00266-1|null|CD-67  2555|tic_near|-213.33103445896268|0.0112457796931266|-186.21127812524216|0.0131921861320734|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.72|0.04|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.64|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.55|0.026|TIC|2019AJ....158..138S|6.949|0.033|TIC|2019AJ....158..138S|6.889|0.027|TIC|2019AJ....158..138S|8.519|0.006|9.209797859191896|0.0027740265139971883|gaia_dr3|2023A&A...674A...1G|9.828925132751465|0.003024027652152898|8.458629608154297|0.0038319900397130397|33.68846324250577|0.0140591263771057|GaiaDR3|2023A&A...674A...1G|29.671615600585938|0.012561798095703125|bj2021|2021AJ....161..147B|0|K2V|1972AJ.....77..486U|1|4511.106696152098|70.0|update_TIC|Calculated Value|4.613610512594877|0.053149265588119804|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3199999928474426|0.015000000596046448|gspspec [M/H]|2023A&A...674A...1G|-0.7608159522525882|0.03841957757968178|update_TIC_gaia2|Calculated Value|0.6818337123295536|0.03684190630378093|calc_from_L_and_Teff|Calculated Value|0.6964658498764038|0.04000002145767212|gaia_dr3_flame|2023A&A...674A...1G|0|null|null|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|0|null|null|null|6386014803149425664|802.163|1.7248|0|null
TIC 237337945|347.61003786901|-63.68669024806|347.6150434189815|-63.686820524256014|237337945|6393559273981512320|6393559273981512320|114427|2MASS J23102640-6341121|9128-00912-1|null|V* DO Tuc|tic_near|499.2985293204877|0.0103058451786637|-29.44750608773341|0.0131160458549857|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.75|null|Simbad 1982MNRAS.201...51R|1982MNRAS.201...51R|11.39|null|Simbad 1982MNRAS.201...51R|1982MNRAS.201...51R|10.53|null|Simbad 1982MNRAS.201...51R|1982MNRAS.201...51R|9.72|null|Simbad 1982MNRAS.201...51R|1982MNRAS.201...51R|8.753|0.023|TIC|2019AJ....158..138S|8.133|0.031|TIC|2019AJ....158..138S|7.927|0.016|TIC|2019AJ....158..138S|9.928|0.006|10.762161254882812|0.002763601950111489|gaia_dr3|2023A&A...674A...1G|11.611076354980469|0.002891992051324356|9.860885620117188|0.003797626683005019|27.766713409186277|0.0126402778550982|GaiaDR3|2023A&A...674A...1G|35.986080169677734|0.016284942626953125|bj2021|2021AJ....161..147B|0|M0V|1974PhDT........10S|1|4009.475867594499|70.0|update_TIC|Calculated Value|4.704602736373455|0.07581232472560254|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.050000000745058|0.020000000484287746|gspspec [M/H]|2023A&A...674A...1G|-1.1001494338233235|0.044834604738037936|update_TIC_gaia2|Calculated Value|0.5839863823902371|0.03639321570598945|calc_from_L_and_Teff|Calculated Value|0.63|0.077|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 409858786|341.68805051589|-63.3014690723|341.6900080745376|-63.30197555378817|409858786|6394330650108004992|6394330650108004992|112452|2MASS J22464517-6318053|9121-01444-1|null|L  106-104|tic_near|198.05910571259773|0.0136713124811649|-114.02507725717028|0.0161490887403488|GaiaDR3|2023A&A...674A...1G|14.12|null|Simbad 2008MNRAS.389..585C|2008MNRAS.389..585C|13.21|0.31|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.412|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.006|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.412|null|Simbad 2008MNRAS.389..585C|2008MNRAS.389..585C|8.289|0.023|TIC|2019AJ....158..138S|7.713|0.044|TIC|2019AJ....158..138S|7.45|0.023|TIC|2019AJ....158..138S|9.577|0.007|10.600435256958008|0.002773683925935437|gaia_dr3|2023A&A...674A...1G|11.651291847229004|0.0030268718337350484|9.584224700927734|0.0038125521963216003|38.31611547098768|0.0157330352813005|GaiaDR3|2023A&A...674A...1G|26.082536697387695|0.010623931884763849|bj2021|2021AJ....161..147B|0|M3V|1974PhDT........10S|1|3711.0|null|TIC|2019AJ....158..138S|4.69731428198819|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.263|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-1.2929458391382302|0.09988337775552662|update_TIC|Calculated Value|0.5460065046892857|null|calc_from_L_and_Teff|Calculated Value|0.541554648290395|0.012884434311243115|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 394595806|341.05808731274|-63.4370462605|341.0574116637378|-63.43644213008499|394595806|6394349749826865664|6394349749826865664|null|2MASS J22441393-6326133|null|null|UPM J2244-6326|tic_near|-67.50502757852776|0.0656819865107536|137.38601792967097|0.0711307227611541|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.139|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.686|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.33|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.35|0.02|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.1|0.023|TIC|2019AJ....158..138S|8.474|0.033|TIC|2019AJ....158..138S|8.228|0.023|TIC|2019AJ....158..138S|10.506|0.007|11.654939651489258|0.002777970356944642|gaia_dr3|2023A&A...674A...1G|12.928926467895508|0.0029990550904267616|10.533578872680664|0.0038183125029193094|33.28872066266407|0.0716272518038749|GaiaDR3|2023A&A...674A...1G|30.03796768188477|0.06853961944580078|bj2021|2021AJ....161..147B|0|null|null|1|3490.0|null|TIC|2019AJ....158..138S|4.765332734433241|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3799999952316284|0.02499999105930331|gspspec [M/H]|2023A&A...674A...1G|-1.5324950687758168|0.10473441082798834|update_TIC|Calculated Value|0.46854818136505116|null|calc_from_L_and_Teff|Calculated Value|0.4664161934185129|0.010448297017443757|Mann2019|Calculated Value|0|null|null|null|null|null|8.277325|20.663868|6394349754121928064|8.277325|20.663868|6394349754121928064|0|0|null|null|null|null|null|null|0|null
TIC 278632366|328.26176679707|-70.59361916583|328.26302037347455|-70.5933437893902|278632366|6395553066520597248|6395553066520597248|null|2MASS J21530280-7035370|null|null|UCAC3 39-195862|tic_near|93.79323476708127|0.0139331016689538|61.76207358132752|0.0154648330062627|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.95|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.51|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.11|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.52|0.02|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.424|0.024|TIC|2019AJ....158..138S|8.788|0.026|TIC|2019AJ....158..138S|8.561|0.023|TIC|2019AJ....158..138S|10.701|0.007|11.717839241027832|0.0027702167350802426|gaia_dr3|2023A&A...674A...1G|12.759966850280762|0.00287629427289308|10.704712867736816|0.0038036989601334717|22.298018720230043|0.0153837129473686|GaiaDR3|2023A&A...674A...1G|44.83738708496094|0.027597427368164062|bj2021|2021AJ....161..147B|0|null|null|1|3718.0|null|TIC|2019AJ....158..138S|4.686822291241473|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.123|null|Simbad 2021MNRAS.506..150B|2021MNRAS.506..150B|-1.2711374862195097|0.09967635644398978|update_TIC|Calculated Value|0.5577828164302256|null|calc_from_L_and_Teff|Calculated Value|0.551677060369118|0.013348784294561735|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 327710325|331.02423913922|-69.92495477327|331.0322808636111|-69.92528944249342|327710325|6395797879656439936|6395797879656439936|108930|2MASS J22040588-6955300|9328-01424-1|WDS J22040-6955A|L  118-273|tic_near|621.0838937437677|0.0094001106917858|-75.43830025046586|0.0113945296034216|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.01|0.13|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.11|0.07|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|8.437|0.03|TIC|2019AJ....158..138S|7.783|0.047|TIC|2019AJ....158..138S|7.59|0.026|TIC|2019AJ....158..138S|9.573|0.006|10.38790798187256|0.002765360849530842|gaia_dr3|2023A&A...674A...1G|11.20310401916504|0.0028548244209305844|9.50682544708252|0.0037931104741676697|29.7016758754304|0.0109389927238225|GaiaDR3|2023A&A...674A...1G|33.644596099853516|0.012409210205078125|bj2021|2021AJ....161..147B|0|K4|2007A&A...474..653V|1|4052.4187701929736|70.0|update_TIC|Calculated Value|4.6440549652373|0.07670853589971101|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.5|null|Simbad 2016ApJ...822...97H|2016ApJ...822...97H|-1.0210948050692934|0.044072657892882686|update_TIC_gaia2|Calculated Value|0.6261474348799964|0.03843604077956771|calc_from_L_and_Teff|Calculated Value|0.63|0.08|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|14.3|2.360000000000001|6395797879656439808|14.3344|2.3021|0|null
TIC 318567964|332.42081283241|-69.11791930093|332.42026823182357|-69.1185107292638|318567964|6395929065137281280|6395929065137281280|null|2MASS J22094097-6907046|9324-00355-1|null|TYC 9324-355-1|tic_near|-43.60915896564178|0.0090231336653232|-133.16011745438718|0.0104648601263761|GaiaDR3|2023A&A...674A...1G|null|null|null|null|11.423|0.015|Simbad 2014AJ....148...81M|2014AJ....148...81M|10.321|0.013|Simbad 2014AJ....148...81M|2014AJ....148...81M|null|null|null|null|null|null|null|null|8.283|0.021|TIC|2019AJ....158..138S|7.699|0.021|TIC|2019AJ....158..138S|7.591|0.026|TIC|2019AJ....158..138S|9.267|0.006|9.959854125976562|0.0027601516086683607|gaia_dr3|2023A&A...674A...1G|10.585892677307127|0.002824907743794514|9.204384803771973|0.0037917578735236364|23.664937195290804|0.0108483415096998|GaiaDR3|2023A&A...674A...1G|42.22578430175781|0.0222320556640625|bj2021|2021AJ....161..147B|0|null|null|1|4501.9|102.9|TIC|2019AJ....158..138S|4.602238257521242|0.05112385699441851|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.25|0.08|TIC|2019AJ....158..138S|-0.7519838982258052|0.020439379356379597|update_TIC|Calculated Value|0.6916223321989364|0.035559840422285854|calc_from_L_and_Teff|Calculated Value|0.6980855464935303|0.04000002145767212|gaia_dr3_flame|2023A&A...674A...1G|0|null|null|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
