,star_name,TSS_tier,ra,dec,Teff,sy_dist,sy_vmag,Age,vsini_adopt,S_index_adopt,RHK_adopt,RHK_calculated_marvin23,prot_adopt,r_prot_adopt,act_cycle_adopt,phot_jitter_adopt
11427,TIC 387953412,3,316.73495254379,69.67459619536,5325.0,32.277122497558594,8.2,3.151,0.5,0.1735,-4.97,-4.734565587030205,7.005573,fetherolf24,,126.127264
11428,TIC 214563192,3,316.79325360309,-13.92292583553,5140.7,17.37327003479004,8.26,12.743,1.62,0.429923076923,,-4.314860260036281,,nan,,
11429,TIC 214563193,3,316.79328630497,-13.92407753197,3896.0,17.350778579711914,9.99,,,,-4.59,,,nan,,
11430,GAIA DR3 6456916226351208192,3,316.8229207,-57.0322765,5262.0,44.35741424560547,8.84,11.5,4.0,,,,11.567619,fetherolf24,,128.03911
11431,TIC 269800809,3,316.85182125036,19.84785854663,3587.0,27.28185272216797,13.7,,,,,,,nan,,
11432,TIC 214570063,3,316.90329262787,-13.08283126727,3389.0,20.75650787353516,12.64,,,,,,,nan,,
11433,TIC 372361075,3,316.94134178586,-67.92031573149,5058.0,27.92363548278809,8.54,,2.455,0.3974,-4.5376,-4.389256349608268,8.816401,fetherolf24,,573.016478
11434,TIC 126883980,3,316.95137165031,29.75618436284,4660.93,36.03981018066406,9.67,,,,,,,nan,,
11435,TIC 283712633,3,316.9854993684,7.4329428676,5637.0,37.75473785400391,8.01,10.37,2.9,0.3065,-4.5551,-4.297071645807195,7.600865,fetherolf24,,549.356208
11436,TIC 387348335,3,316.99593751245,5.65166637405,5633.3,44.941932678222656,8.22,6.356,,,,,,nan,,
11437,TIC 126937902,3,317.00792000351,25.1762344288,4500.93,34.07801055908203,9.84,12.73,,,,,,nan,,
11438,TIC 35647934,3,317.01794709398,-9.16693496998,4884.0,44.869171142578125,9.7,,,,,,,nan,,
11439,TIC 469877338,3,317.03107585869,-77.0812871973,3738.0,42.649017333984375,12.695,,,,,,,nan,,
11440,TIC 126943612,3,317.05013804763,28.6229048401,5307.42,42.6898193359375,8.37,,,,,,,nan,,
11441,TIC 417642267,3,317.16940944313,73.69680965425,5117.0,31.413049697875977,8.695,,,,,,,nan,,
11442,TIC 364174334,3,317.18955314761,-4.42672542052,4455.0,28.691394805908203,9.43,,,,,,,nan,,
11443,TIC 115175750,3,317.20008945782,-41.26233282543,3672.0,36.37495422363281,12.703,,,,,,,nan,,
11444,TIC 125933108,3,317.21563146177,12.79386876784,4177.76,41.91539764404297,10.93,,,,,,0.781178,fetherolf24,,424.859739
11445,TIC 125936106,3,317.23342738747,14.70232297642,3583.0,26.013755798339844,12.717,,,,,,0.025363,fetherolf24,,245.125827
11446,TIC 279533792,3,317.28881839892,23.72829362095,4911.0,45.11162567138672,9.69,7.605,,,,,,nan,,
11447,TIC 344199347,3,317.30661856919,54.35333798822,4673.74,42.540748596191406,9.77,,,,,,,nan,,
11448,TIC 214576902,3,317.3226143268,-13.30250462559,3671.0,11.835926055908203,10.869,,,0.365086956522,,-5.136681498479309,,nan,,
11449,TIC 401701660,2,317.33636808913,-82.02725340399,5793.0,24.348222732543945,6.995,0.559,3.0,0.194,,-4.507080361698353,,nan,,
11450,TIC 311430135,3,317.34316298926,-73.17325802425,5883.0,21.36559295654297,5.67,5.34,8.0,0.28,,-4.269874366237014,,nan,,
11451,TIC 311430137,3,317.34896322249,-73.17402095486,3213.0,19.75553703308105,13.5,2.029,,,,,,nan,,
11452,TIC 24806286,3,317.39853767741,-11.37169510634,4998.0,49.72025680541992,4.52,0.557,,,,,,nan,,
11453,TIC 214581000,3,317.43544084473,-13.77110690715,3646.0,39.67969131469727,12.701,,,,,,,nan,,
11454,TIC 257444121,3,317.44119505838,19.21074834688,6269.9,43.759037017822266,6.96,3.543,5.0,,,,7.659987,fetherolf24,,45.489712
11455,TIC 289839102,3,317.46489341262,-24.40070241242,5482.0,49.06489181518555,8.66,,8.0,,,,8.548286,fetherolf24,,2342.369336
11456,TIC 376220244,3,317.48913685811,3.35611504775,3789.86,45.425880432128906,12.579,,,,,,,nan,,
11457,TIC 248483218,3,317.50703706827,-1.8645321169,4747.99,47.25532150268555,10.24,1.607,,,,,,nan,,
11458,TIC 214601901,3,317.5092429592,-13.17648313393,4555.86,48.91226196289063,10.58,10.346,,,,,,nan,,
11459,TIC 354617277,3,317.5185704098,10.62742544231,3938.0,48.52761459350586,12.463,,,,,,,nan,,
11460,GAIA DR3 6833291426043854976,3,317.5192261,-19.3417881,3171.89,33.76080322265625,13.143,,,,,,,nan,,
11461,TIC 99468646,3,317.52232251187,-19.33267041883,3474.0,32.31509017944336,11.75,,,,,,3.71,watson06,,
11462,GAIA DR3 6832480291404495360,3,317.5253639,-20.0395413,3395.0,43.804988861083984,,11.879,,,,,,nan,,
11463,TIC 354619745,3,317.58541715034,10.13157835712,7489.1,35.36373519897461,4.68,1.141,0.0,0.3924,,,0.008646,fetherolf24,,235.217526
11464,TIC 231631019,3,317.60564616025,-54.57374435078,5570.0,33.24519729614258,7.71,6.152,4.0,0.386,,-4.200676477788599,,nan,,
11465,TIC 231631020,3,317.60709494478,-54.57448991791,5570.0,33.27260971069336,7.93,9.937,,,,,,nan,,564936.9748123025
11466,TIC 298492201,3,317.7282,29.4231,3793.0,31.695721077654515,11.066,,,,,,,nan,,
11467,TIC 136721616,3,317.74496717566,46.95891928123,3378.0,38.0116,13.786,,,,,,,nan,,
11468,TIC 136762118,3,317.79522553911,45.45591465252,5401.0,31.33917808532715,7.791,,1.1,0.1708,-4.96,-4.716408811392683,42.0,wright04,,
11469,TIC 99498643,3,317.80850034767,-21.55551155514,3908.0,48.80641555786133,12.45,,,,,,,nan,,
11470,TIC 248513210,3,317.86880484269,-5.30946650922,3907.1,36.057613372802734,10.98,,,,,,,nan,,
11471,TIC 126910743,3,317.95653289841,-43.61365302674,3538.0,15.766204833984377,11.998,,,,,,,nan,,
11472,TIC 230168624,3,317.99470125822,17.72226613893,,,7.327,,,,,,,nan,,
11473,TIC 230168635,3,317.99596765093,17.72774692666,5888.0,33.433677673339844,7.37,,-0.35,0.181,-4.86,-4.523470177499246,10.0,wright04,,
11474,TIC 159670453,2,318.05713753286,-40.26936155739,6637.0,31.74787139892578,5.83,2.644,25.0,,,,3.087981,fetherolf24,,207.576539
11475,TIC 214616384,3,318.09329322399,-14.99936984795,5715.0,46.23283004760742,8.23,8.253,4.0,0.317,,-4.253649872493411,,nan,,
11476,TIC 166632400,3,318.09342533924,35.92314386004,3677.0,29.31865119934082,11.725,,,,,,9.338705,fetherolf24,,535.052606
11477,TIC 214616383,3,318.09419340411,-15.00010168937,5715.0,46.41007614135742,8.17,8.395,,0.313,,-4.260362187226429,,nan,,
11478,TIC 76958042,3,318.23105432404,31.13175017262,3901.0,40.687538146972656,11.9,,,,,,6.169172,fetherolf24,,572.175132
11479,TIC 76956031,3,318.23413266545,30.22691575102,4953.0,45.768165588378906,3.21,,,,,,3.147114,fetherolf24,,109.957714
11480,TIC 76957315,3,318.24015606792,30.80951245504,5720.0,27.14330101013184,7.33,2.041,0.53,0.21,-4.77,-4.481427565885368,5.820499,fetherolf24,,296.082336
11481,TIC 159672173,3,318.26278539601,-39.42492248882,6478.6,34.123741149902344,5.26,2.23,10.0,,,,3.675049,fetherolf24,,32.267278
11482,TIC 214640977,3,318.27198567802,-17.48685919249,4277.39,38.37667083740234,10.613,,,,,,,nan,,
11483,TIC 388079788,3,318.28054545314,71.58201131651,4323.75,46.0662956237793,10.96,,,,,,,nan,,
11484,TIC 452662638,3,318.31522597368,27.76390071917,3779.0,31.349590301513672,12.274,,,,,,3.562224,fetherolf24,,293.95765
11485,TIC 321840734,3,318.34352046198,11.21152163454,5761.0,45.70590972900391,8.18,6.539,5.0,,,,,nan,,
11486,TIC 230183006,3,318.39995864718,14.68938459852,4880.0,49.226470947265625,9.78,,1.85,,,,10.325972,fetherolf24,,80.262359
11487,TIC 286305421,3,318.42696,64.403948,5917.0,41.3907284768212,6.39,3.74,3.0,0.3506,,-4.140988038843826,10.3189,fetherolf24,,169.126609
11488,TIC 321905369,3,318.43500368123,8.76728206379,3589.0,27.41199493408203,12.16,,,,,,,nan,,
11489,TIC 321905370,3,318.43583703846,8.76959308163,4021.0,26.03439712524414,11.407,,,,,,,nan,,
11490,TIC 166855070,3,318.4366,36.581,3344.0,19.76284584980237,13.95,,,,,,,nan,,
11491,TIC 214643163,3,318.45878291016,-13.35913358662,3619.0,41.58262252807617,12.495,,,,,,,nan,,
11492,TIC 85750764,3,318.4687872268,18.0998568012,3465.0,30.1123161315918,12.681,,,,,,,nan,,
11493,TIC 137452608,3,318.48608334596,44.00469381392,5658.71,,8.51,,,,,,,nan,,
11494,TIC 289952026,3,318.5075057751,-29.66352308929,5729.0,29.81210327148437,7.35,9.78,4.9,0.309,-4.47,-4.262729181497987,4.026935,fetherolf24,,1580.61783
11495,TIC 230186943,3,318.52235919622,13.90709448362,4636.01,43.17697143554688,10.25,11.846,,,,,,nan,,
11496,TIC 325251252,3,318.55086471116,-76.55725368755,3348.0,19.148845672607425,12.23,,,,,,,nan,,
11497,TIC 262143945,3,318.6200569745,10.00698209199,6299.0,4.5079,4.49,3.03,16.87,0.152,,-4.550682009614729,2.43748,fetherolf24,,18.322735
11498,TIC 62137012,3,318.63439425329,50.87543174134,3485.0,27.443565368652344,11.958,,,,,,,nan,,
11499,TIC 313874586,3,318.63800324572,54.21072978913,3567.0,37.996315002441406,11.94,,,,,,,nan,,
11500,TIC 167092174,3,318.6953761542,38.02071593958,3504.0,20.35092163085937,11.946,,,,,,,nan,,
11501,TIC 167092249,3,318.6979298168,38.04544749196,6761.0,20.1626,3.73,,90.4,0.3887,,-3.9449113410438774,1.192131,fetherolf24,,277.488433
11502,TIC 1961255595,3,318.69855340671,38.04716060821,,20.1626,6.57,,,,,,5.829141,fetherolf24,,544502.6528424212
11503,GAIA DR3 6479401720175390592,3,318.702738,-47.7266067,4285.0,49.983036041259766,11.39,1.15,,,,,,nan,,
11504,TIC 24294415,3,318.7407020643,-20.78921176608,5742.0,45.50801467895508,8.07,13.008,2.136,0.2318,-4.7487,-4.416998096671132,,nan,,
11505,TIC 297763950,3,318.80248450123,25.79597869318,3465.0,26.72586441040039,12.084,,,,,,1.78049,fetherolf24,,185.591548
11506,TIC 368282991,3,318.84130831997,28.14418328203,5238.76,42.2490119934082,8.76,,,,,,4.342542,fetherolf24,,61.502141
11507,TIC 62509024,3,318.94907584187,49.56614511268,4250.57,45.28292465209961,10.902,13.332,,,,,,nan,,
11508,GAIA DR3 1851868127125091840,3,319.0242402,29.8641555,3129.0,19.68960952758789,,,,,,,,nan,,
11509,TIC 262232038,3,319.03594937877,6.86501293013,4061.41,47.05646896362305,11.255,,,,,,,nan,,
11510,TIC 387502230,3,319.09686529448,5.89513090907,4309.66,40.45757293701172,10.52,,,,,,,nan,,
11511,TIC 79303009,3,319.10882900985,-47.9354551991,4494.5,49.88596725463867,10.95,9.452,,,,,7.653648,fetherolf24,,616.375593
11512,TIC 387518186,3,319.11368452856,2.58094189563,3440.0,17.6248779296875,11.961,,,,,,10.524986,fetherolf24,,137.667053
11513,TIC 62697713,3,319.11765867427,53.31116385246,5095.37,43.71779251098633,9.12,,,,,,,nan,,
11514,TIC 248566767,3,319.13124353072,-5.65128416943,3962.0,49.08225631713867,12.317,,,,,,,nan,,
11515,TIC 388996956,2,319.13527946036,9.39382629627,4732.0,16.162755966186523,7.878,,3.3,0.8031,-4.356,-4.201526728999207,11.523867,fetherolf24,,6955.877459
11516,TIC 139068417,3,319.24953510108,-46.06261547493,4732.0,39.23623275756836,10.08,9.428,,0.5771,-4.6495,-4.35568368813743,11.174666,fetherolf24,,375.129974
11517,TIC 248570964,3,319.25888428044,-1.07742854665,5646.0,39.87509536743164,8.07,12.882,2.564,,,,10.294718,fetherolf24,,1309.170494
11518,TIC 159747089,3,319.28265836151,-39.39651679624,4329.84,48.03251647949219,10.95,,,,,,8.7061,fetherolf24,,1451.557134
11519,TIC 419324418,3,319.31136197597,10.475520475,3643.0,48.24098205566406,12.403,,,,,,3.17895,fetherolf24,,294.390177
11520,TIC 159746875,1,319.31361874396,-38.8673642818,3599.0,3.9691498279571538,6.68,,1.0,1.321,,-4.588143889905031,4.91744,fetherolf24,,544502.6528424212
11521,TIC 257448568,3,319.34476145741,20.8985234566,3474.0,30.47202682495117,12.315,,,,,,,nan,,
11522,GAIA DR3 6369133825033348224,3,319.4001314,-74.5641035,3667.64,40.51811218261719,,,,,,,,nan,,
11523,GAIA DR3 6896057214818851712,3,319.4006437,-8.9030672,3787.0,26.9813232421875,12.119,4.406,,,,,18.194,watson06,,
11524,TIC 117148947,3,319.49614580446,34.07501658079,3894.0,43.339630126953125,11.52,,,,,,,nan,,
11525,TIC 376363393,3,319.5123919867,0.16157522655,4802.0,20.195112228393555,8.158,,0.97,0.2079,-4.978,-4.841962163262082,,nan,12.49,
11526,TIC 290081384,3,319.5214661211,-29.51338179594,5646.0,45.42135620117188,8.47,5.094,5.0,,,,,nan,,
11527,TIC 139112038,2,319.61362219301,-43.33465169984,5825.0,23.774349212646484,6.742,7.436,2.437,0.217,-4.66,-4.430480265733743,8.120065,fetherolf24,,765.496487
11528,TIC 117225312,3,319.64065428227,30.24295004616,3770.0,37.31949615478515,11.69,,,,,,8.071169,fetherolf24,,27191.413642
11529,TIC 417604820,3,319.64629828349,62.58578821319,7631.4,15.037593984962406,2.46,,,,,,7.755434,fetherolf24,,512.223562
11530,TIC 262277103,3,319.65490753274,8.95965797366,6244.0,43.00771713256836,7.27,2.728,6.0,,,,,nan,,
11531,TIC 364893926,3,319.66356628712,-8.03959272719,4737.0,34.73973846435547,9.87,,,,,,,nan,,
11532,TIC 266637623,3,319.67451110967,-31.74903476192,3938.0,46.99078369140625,12.03,,,,,,7.259631,fetherolf24,,660.591676
11533,TIC 410441676,3,319.68490708425,-61.3527347299,5665.0,29.117454528808597,6.6,,2.0,,,,,nan,,
11534,TIC 138464504,3,319.73898341257,44.03142197829,3949.0,46.33203887939453,11.855,,,,,,,nan,,
11535,TIC 25559430,3,319.74258259125,26.2305433826,5429.0,39.234336853027344,8.426,7.512,6.8,0.510666666667,-4.3,-4.113877814617739,7.0,wright04,,
11536,TIC 60402214,3,319.7754,12.7298,3884.86,47.3178,12.544,,,,,,,nan,,
11537,TIC 407940302,3,319.82605047933,-0.55530749023,3872.0,38.47275161743164,13.527,,,,,,8.774475,fetherolf24,,317.86919
11538,TIC 266639588,3,319.86020860079,-32.87157015172,3534.0,38.78718948364258,12.92,,,,,,,nan,,
11539,TIC 326395505,3,319.9401214242,-26.35287832544,5475.0,18.51357650756836,6.68,,5.2,0.189,,-4.626839429909716,4.144474,fetherolf24,,45.584872
11540,TIC 79394645,3,319.96332367869,-53.44940187908,5901.94,30.070772171020508,6.867,7.284,,,,,,nan,,
11541,TIC 79394646,3,319.96662816454,-53.44942351097,8132.62,30.206010818481445,4.483,0.617,,,,,,nan,,
11542,TIC 410034613,3,320.01617480611,-70.94429141411,3981.77,46.75873565673828,11.25,,,,,,,nan,,
11543,TIC 410036073,3,320.04083199558,-67.65156563064,3687.0,21.26348304748535,10.897,,,,,,5.970777,fetherolf24,,197.381468
11544,TIC 439391442,3,320.05758811779,-19.85228523859,4055.96,15.766279220581056,9.086,,,1.3885,-4.49,-4.289949648790245,,nan,,
11545,TIC 2016526298,3,320.10734871161,47.55824859833,,25.2691707611084,,,,,,,,nan,,
11546,TIC 138618021,3,320.10738528507,47.55748610584,4751.2,25.302759170532227,8.64,12.858,,,,,9.588463,fetherolf24,,803.702957
11547,TIC 266643665,3,320.11384114941,-31.06865296316,3809.0,42.03601837158203,12.68,,,,,,,nan,,
11548,GAIA DR3 6827751124390424320,3,320.1356612,-23.6075522,4467.0,49.2113151550293,10.65,,,,,,,nan,,
11549,GAIA DR3 6582113664036653824,3,320.190081,-40.8096167,8891.0,49.99156951904297,4.82,,,,,,,nan,,
11550,TIC 159835781,3,320.19413661346,-38.78144263532,5749.6,36.34319305419922,7.86,9.696,6.0,0.409,,-4.111417775481515,,nan,,
11551,TIC 79403675,3,320.20815643869,-53.03421045445,5582.0,46.66170501708984,8.67,4.279,15.48,0.9345,-3.97,-3.7717850525383416,2.0,wright04,,
11552,TIC 373445744,2,320.25591031441,40.34496604494,6039.0,26.671113967895508,6.397,8.591,18.8,0.3297,-4.227,-4.141761692311689,,nan,,
11553,TIC 79397104,3,320.26901500105,-49.139758543,3911.0,48.5050163269043,12.039,,,,,,7.537696,fetherolf24,,872.294704
11554,TIC 303083325,3,320.29197401013,9.29314664721,5735.76,49.40058898925781,9.105,2.949,,,,,,nan,,
11555,TIC 79404795,3,320.34830352221,-51.75261698618,5879.0,47.86068344116211,6.75,,3.0,,,,,nan,,
11556,TIC 419610509,3,320.35205771796,-66.91593889256,4734.0,31.843971252441406,8.766,,5.0,0.998,,-4.101016199998343,,nan,,
11557,TIC 419610508,3,320.36953256851,-66.91844513564,3919.0,31.45656394958496,10.595,,,,,,,nan,,
11558,TIC 250205478,3,320.47366674947,-4.17429830482,5590.0,40.83464050292969,8.02,,2.055,0.1614,-5.0554,-4.687592930625215,3.93331,fetherolf24,,41.03909
11559,TIC 163614169,3,320.50275685882,31.10129484321,4242.41,45.0073356628418,10.67,,,,,,,nan,,
11560,TIC 282950405,3,320.51368886904,19.81110525726,5149.33,42.18487548828125,7.475,12.534,,,,,,nan,,
11561,TIC 282950403,3,320.52166065122,19.80451041088,4647.0,47.978023529052734,4.09,2.415,,,,,1.884887,fetherolf24,,226.831352
11562,TIC 283031851,3,320.52617408918,22.93142756332,3705.0,15.474485397338867,10.58,,,,,,3.319273,fetherolf24,,108.569262
11563,TIC 423603213,3,320.53241433984,-10.51330177888,4189.0,41.90278625488281,10.33,,,,,,,nan,,
11564,TIC 79422251,3,320.53612021334,-51.35522943518,4840.0,42.50437927246094,9.77,,,,,,,nan,,
11565,TIC 13575207,3,320.54932956628,25.00674414286,5136.93,42.68035888671875,9.29,,,,,,,nan,,
11566,TIC 373661855,3,320.5594847929,39.21983762502,4532.31,47.386348724365234,10.43,,,,,,,nan,,
11567,TIC 425866459,3,320.58705096337,-57.59268804947,3666.0,43.98178482055664,12.66,,,,,,,nan,,
11568,TIC 288422718,3,320.61083661849,10.87376279343,4005.84,21.198591232299805,9.921,12.736,,,,,7.295758,fetherolf24,,232.587461
11569,TIC 410056343,3,320.66751624195,-71.38075271086,3553.0,36.32126998901367,12.934,,,,,,,nan,,
11570,TIC 323122607,3,320.67363349587,76.5550534688,5629.0,38.89320755004883,6.87,,3.7,,,,,nan,,
11571,TIC 250227015,3,320.72070526752,-2.85063284767,3777.0,34.25687026977539,11.7,,,,,,8.987135,fetherolf24,,952.608496
11572,TIC 63844336,3,320.78814540862,53.20558896364,3587.0,37.30770111083984,12.816,,,,,,11.371883,fetherolf24,,526.566768
11573,TIC 207078703,3,320.80615116664,-36.87738985366,4670.96,47.36967468261719,10.531,4.49,,,,,,nan,,
11574,TIC 211378087,3,320.82272404771,-34.5121220906,4017.47,42.15130233764648,10.97,3.964,,,,,,nan,,
11575,TIC 207077159,3,320.84402090165,-41.55251466282,5629.0,35.06938171386719,7.6,,2.454,0.1971,-4.886,-4.548577457520416,5.88994,fetherolf24,,79.992886
11576,TIC 13796784,3,320.86263888017,24.96045177432,5301.0,37.16444396972656,8.679,4.812,,,,,,nan,,
11577,TIC 331731084,3,320.86307947591,-75.49382121574,5671.2,32.99557876586914,7.89,0.282,3.0,0.384,,-4.168660906747246,6.788508,fetherolf24,,2475.360026
11578,TIC 269987553,3,320.9741188209,3.41106847957,3878.0,45.064979553222656,12.463,,,,,,,nan,,
11579,TIC 288404080,3,321.04788265749,-12.87810992579,7295.0,47.28076934814453,5.476,1.206,138.0,,,,,nan,,
11580,TIC 355547281,3,321.0630393418,-58.6923047982,4769.0,25.668190002441406,8.68,,2.808,0.67,-4.5617,-4.2683338644053554,5.263916,fetherolf24,,988.196639
11581,TIC 389658692,3,321.07648200975,-46.69308715712,3549.0,22.26053047180176,14.542,,,,,,,nan,,
11582,TIC 288495727,3,321.0804,8.5018,5694.91,38.610038610038615,13.731,,,,,,,nan,,
11583,TIC 288518027,3,321.1482432092,10.06390564355,4489.59,44.25909805297851,10.17,,,,,,,nan,,
11584,TIC 354670806,2,321.16884209006,-68.22792439021,5512.0,20.7958,6.97,5.91,4.0,0.407,,-4.194785974976254,12.540718,fetherolf24,,14242.413711
11585,TIC 256997963,3,321.19679347406,-13.9069925568,3970.99,46.930755615234375,12.169,,,,,,,nan,,
11586,TIC 288521192,3,321.2379463037,8.55496048506,3989.8,44.98314666748047,11.563,,,,,,,nan,,
11587,TIC 321684341,3,321.31998778016,70.47753923049,5735.0,26.34320640563965,7.29,2.299,4.0,,-4.84,,6.858526,fetherolf24,,39.577511
11588,TIC 357657732,2,321.33145399065,46.71434005071,6998.9,34.05503845214844,5.58,1.466,96.7,0.296,,-4.076701807389178,,nan,,
11589,TIC 273305007,3,321.36452650752,-81.64102558657,3592.0,34.43472671508789,11.821,,,,,,,nan,,
11590,TIC 14981454,3,321.37097017455,27.21061551784,5102.6,25.16782760620117,8.98,7.1,3.0,,,,,nan,,
11591,TIC 257000525,3,321.50369055924,-15.41846561626,3819.0,29.411670684814453,11.4,,,,,,,nan,,
11592,TIC 306033669,3,321.54228750462,15.28924789274,4435.86,49.26169204711914,10.57,,,,,,,nan,,
11593,GAIA DR3 6578729710843028608,3,321.5592504,-42.458895,3255.0,23.799036026000977,12.67,,,,,,,nan,,
11594,TIC 265488188,1,321.61085340482,-65.36620069837,6095.0,9.25531768798828,4.22,1.86,0.165,,-4.82,,9.089756,fetherolf24,,47.476066
11595,TIC 283235463,3,321.61108609328,19.37564357387,7642.45,46.17352294921875,6.064,,,,,,0.043695,fetherolf24,,1171.441153
11596,TIC 352568874,3,321.61688748452,1.10335713956,6485.0,46.92015838623047,6.133,2.408,19.0,0.1841,,-4.39628833771504,8.21835,fetherolf24,,118.8546
11597,TIC 504914683,3,321.66692874348,-22.41102158324,,,,,9.0,,,,,nan,,
11598,TIC 352621507,3,321.67688233177,3.73714058628,3996.27,27.69746780395508,10.451,,,,,,,nan,,
11599,TIC 370230471,3,321.74355384577,-56.12526351209,4835.0,23.050262451171875,8.678,,1.616,0.243,-4.78,-4.741361107520905,11.765577,fetherolf24,,148.831152
11600,TIC 264307978,3,321.74514934954,81.74245087324,5465.0,48.6099739074707,8.06,,,,,,,nan,,
11601,TIC 147113992,3,321.75549128737,-44.80860757837,5141.15,23.68317222595215,7.47,,,,-4.96,,,nan,,
11602,TIC 268215639,3,321.77756039625,16.12415140181,6198.0,33.01688003540039,6.725,3.58,2.6,0.304285714286,-4.45,-4.149402036365046,2.213645,fetherolf24,,626.433211
11603,TIC 187416457,3,321.8202365365,-6.84427299883,3729.0,16.75820541381836,11.085,,,,,,,nan,,
11604,TIC 160046215,3,321.88731941535,34.02462234824,3722.0,26.09088516235352,11.1,,,,,,2.910963,fetherolf24,,149.612744
11605,GAIA DR3 6467091759789148032,3,321.936459,-48.7756294,4071.0,37.003562927246094,10.13,,,,,,,nan,,
11606,TIC 305038897,3,321.94348239628,7.29895064244,3656.0,25.955873489379883,11.628,,,,,,,nan,,
11607,TIC 331754686,3,321.98546828976,-72.28825050768,3410.0,18.351808547973636,13.04,,,,,,11.914909,fetherolf24,,252.882933
11608,TIC 250286916,3,321.99372412189,-0.66391426972,3703.0,31.909374237060547,11.76,,,,,,,nan,,
11609,TIC 427238624,3,322.00512573718,64.38784870186,5246.0,40.15753936767578,8.84,9.786,5.1,,,,,nan,,
11610,GAIA DR3 6575502708638975232,3,322.0090828,-46.4673451,3582.0,45.50706100463867,,0.1,,,,,,nan,,
11611,TIC 426909726,3,322.0228316997,17.90005519918,3710.0,37.70067596435547,12.04,,,,,,,nan,,
11612,TIC 160103179,3,322.03437882261,32.22533047768,7186.0,44.45331573486328,5.752,1.401,9.3,,,,0.063623,fetherolf24,,2238.333579
11613,TIC 318614521,3,322.04054480487,-88.13653498716,3953.0,32.19291687011719,10.945,,,,,,8.428685,fetherolf24,,1615.676376
11614,TIC 305042406,3,322.04875952947,10.61057789683,5255.9,44.51527786254883,8.72,,,,,,,nan,,
11615,TIC 99734092,3,322.05085862407,-21.72625462532,5762.0,48.07174301147461,8.02,12.4,1.434,0.1598,-5.0433,-4.640463461013895,,nan,,
11616,TIC 187758147,3,322.05811180045,-11.56828862451,6112.0,35.56812286376953,6.62,4.55,7.0,,,,,nan,,
11617,TIC 99738392,3,322.07617042371,-22.30898993223,3477.0,21.12086296081543,10.83,,,,,,,nan,,
11618,TIC 165025629,3,322.17139437441,-14.51771126484,3603.0,25.055009841918945,12.292,,,,,,,nan,,
11619,TIC 147133612,3,322.18511303143,-47.26170330702,3789.0,43.3364143371582,12.189,,,,,,3.325,watson06,,
11620,TIC 283367251,3,322.19528537278,23.33681379927,4333.06,48.36959838867188,11.144,,,,,,,nan,,
11621,TIC 165047187,3,322.26452779105,-14.10787051174,3593.0,21.33878898620605,11.498,,,,,,20.305,watson06,,
11622,TIC 284003719,3,322.27622107191,19.48434101474,4141.96,42.73052215576172,10.87,,,,,,,nan,,
11623,TIC 139699247,3,322.31031734766,-50.31684451055,5814.0,49.60833358764648,7.32,9.588,1.541,0.1517,-5.1246,-4.660931485309242,6.23157,fetherolf24,,45.954793
11624,TIC 96698571,3,322.4033833408,17.64329431052,3350.0,6.777612209320068,10.303,,,0.85,,-4.980360613728688,,nan,,
11625,TIC 240283563,3,322.44507164739,45.89448890274,5371.0,30.5605,10.981,,2.0,0.17375,-5.05,-4.71657056599425,6.42964,fetherolf24,,52.809067
11626,TIC 381858289,3,322.46552844662,-55.01704871025,4122.8,45.15761184692383,11.561,,,,,,,nan,,
11627,TIC 242020806,3,322.51148363049,-12.51006852514,4066.0,17.712764739990234,9.075,,1.31,0.6943,-4.833,-4.599168131172011,,nan,,
11628,TIC 147163295,3,322.52008292023,-46.37310934825,4011.42,49.38863754272461,12.0,,,,,,,nan,,
11629,TIC 302453503,3,322.56735819932,-24.88803509516,3621.0,32.96065139770508,12.37,,,,,,7.584014,fetherolf24,,284.037909
11630,TIC 89396609,3,322.63021459234,-31.07925280279,4570.79,48.89048385620117,10.33,,,,,,,nan,,
11631,TIC 302455611,3,322.67626044933,-24.16861335756,4338.48,44.55708694458008,10.7,,,,,,11.992556,fetherolf24,,187.91131
11632,TIC 165096625,3,322.68178703891,-39.34757937398,3541.0,35.098087310791016,12.643,,,,,,,nan,,
11633,TIC 89396656,3,322.68617369324,-30.95628721772,4355.59,46.0976448059082,10.96,,,,,,7.984863,fetherolf24,,663.095674
11634,TIC 165096120,3,322.69863490004,-40.70818160629,3262.0,12.17868995666504,13.19,,,,,,,nan,,
11635,TIC 259719464,3,322.69970749252,-62.16760361749,6021.0,37.80534362792969,7.15,6.811,2.454,0.1619,-4.9529,-4.562564605970553,,nan,,
11636,TIC 64982329,3,322.70001347371,48.45705523324,5518.07,48.7782,9.01,,,,,,,nan,,
11637,TIC 274827048,3,322.71367318933,36.88962345761,4509.56,49.37557601928711,10.66,,,,,,,nan,,
11638,TIC 96825831,3,322.74304609459,17.45499982455,5214.98,44.84778594970703,9.3,,,,,,,nan,,
11639,TIC 283436283,3,322.7571422527,23.33538079332,4465.55,24.19988822937012,9.245,,,,,,,nan,,
11640,TIC 71600113,3,322.8275,-9.7907,3381.0,7.4581,12.006,,,,,,,nan,,
11641,TIC 165108082,3,322.86938446844,-38.55514938061,4257.78,44.42057800292969,11.0,,,,,,11.756437,fetherolf24,,16226.391336
11642,TIC 165108083,3,322.86988669232,-38.55647220524,4464.21,43.64835739135742,9.86,,,,,,,nan,,
