hpic_name,TICID,period_rot(d),period_rot_err(dd),amp_median(%)
TIC 269484785,269484785,16.4787,1.5435,0.0749
TIC 291108910,291108910,17.8864,1.2902,0.1665
TIC 356350139,356350139,5.2522,0.1378,0.2401
TIC 119459126,119459126,10.6185,0.3779,0.209
TIC 72622846,72622846,16.0683,1.4683,0.1913
TIC 326197647,326197647,7.0502,0.2066,0.3115
TIC 401913214,401913214,3.8282,0.0626,1.608
TIC 104849412,104849412,13.7229,1.0744,0.4099
TIC 375008104,375008104,16.2918,1.1164,0.1315
TIC 282843610,282843610,4.329,0.1122,0.1114
TIC 163472098,163472098,4.5154,0.1135,0.1901
TIC 282941472,282941472,6.2611,0.115,0.9754
TIC 422753153,422753153,10.4586,0.6285,0.2332
TIC 251002336,251002336,8.3506,0.2355,0.527
TIC 422692632,422692632,6.2555,0.1621,1.7041
TIC 231064749,231064749,1.7435,0.009,0.4682
TIC 422692635,422692635,6.3072,0.1345,1.7861
TIC 3816119,3816119,11.0238,0.4951,0.1389
TIC 289587343,289587343,15.7607,1.0059,0.247
TIC 417986483,417986483,20.6993,2.426,0.1994
TIC 26954419,26954419,20.352,1.661,0.1439
TIC 415775240,415775240,1.546,0.0114,1.3235
TIC 150587862,150587862,18.0905,1.8571,0.0789
TIC 328189437,328189437,8.9606,0.268,0.3041
TIC 317439826,317439826,1.1592,0.0055,1.2526
TIC 8279953,8279953,14.4579,1.1913,0.4495
TIC 129278547,129278547,8.7481,0.2591,0.3218
TIC 390997803,390997803,7.7851,0.2487,0.3185
TIC 234991077,234991077,20.8368,2.4581,0.123
TIC 740112,740112,12.1507,0.5976,0.2075
TIC 146249749,146249749,9.9504,0.5697,0.2793
TIC 214519500,214519500,8.6623,0.2506,0.2948
TIC 103863534,103863534,17.6655,1.2544,0.1822
TIC 357476907,357476907,16.9864,1.6391,0.273
TIC 309696994,309696994,2.2347,0.0318,0.1217
TIC 206384979,206384979,2.5374,0.0404,0.2911
TIC 140143053,140143053,1.6986,0.0135,0.2016
TIC 146522419,146522419,10.782,0.6674,0.8901
TIC 117225312,117225312,8.4184,0.4101,1.6257
TIC 72546623,72546623,4.933,0.1444,0.7005
TIC 421807398,421807398,5.9807,0.21,0.1519
TIC 117762135,117762135,13.8002,1.0865,0.2218
TIC 455816890,455816890,18.4486,1.3666,0.1515
TIC 92279882,92279882,3.2101,0.0446,3.3808
TIC 124529500,124529500,15.1821,1.3122,0.139
TIC 117764691,117764691,7.8524,0.3577,0.2151
TIC 139589347,139589347,10.8441,0.675,0.286
TIC 420878326,420878326,10.6918,0.6564,0.142
TIC 248087300,248087300,9.2521,0.4937,0.2618
TIC 311958594,311958594,1.2445,0.0048,0.1461
TIC 414657516,414657516,6.6055,0.255,0.2075
TIC 206190624,206190624,3.4093,0.0708,3.3645
TIC 57577603,57577603,9.2365,0.2851,0.5766
TIC 277234493,277234493,0.7996,0.0025,0.1717
TIC 224111829,224111829,0.7853,0.0048,2.8088
TIC 164752884,164752884,7.3353,0.313,0.3094
TIC 178275947,178275947,19.6725,2.193,0.1225
TIC 55891576,55891576,11.6014,0.7711,0.3391
TIC 268281941,268281941,8.148,0.2731,0.2689
TIC 344223581,344223581,15.7939,1.419,0.4253
GAIA DR3 2810539741380152704,423269232,14.2273,1.154,0.3603
TIC 97173329,97173329,3.0561,0.0407,0.8769
TIC 18639254,18639254,9.3621,0.3574,0.4911
TIC 220495266,220495266,10.8162,0.5719,0.1873
TIC 214300025,214300025,19.3893,2.1308,0.2537
TIC 269077806,269077806,2.0899,0.0198,0.8376
TIC 198483749,198483749,3.4142,0.0502,2.0077
TIC 47833453,47833453,11.5693,0.7669,0.1079
TIC 334524122,334524122,3.2427,0.0372,0.6024
TIC 104849430,104849430,11.03,0.4992,0.4539
TIC 35316071,35316071,10.7029,0.6577,0.156
TIC 117845649,117845649,13.0207,0.9685,0.1625
TIC 257189486,257189486,9.058,0.3368,0.3988
TIC 11614297,11614297,18.4464,1.9302,0.1458
TIC 212355912,212355912,22.0576,2.7523,0.1852
TIC 230745758,230745758,8.0977,0.38,0.1161
TIC 200767965,200767965,19.4544,1.53,0.4387
TIC 301057445,301057445,8.5131,0.2991,0.2906
TIC 30070099,30070099,9.4476,0.3639,0.6663
TIC 177128831,177128831,7.3131,0.2203,0.2534
TIC 237864235,237864235,9.0462,0.3365,0.5679
TIC 443753054,443753054,15.7839,1.4172,0.1599
TIC 23961340,23961340,7.1152,0.2949,0.2137
TIC 373318396,373318396,19.2738,2.1057,0.1019
TIC 346900193,346900193,8.9381,0.4613,0.2556
TIC 168371117,168371117,19.3743,2.1275,0.0963
TIC 206189744,206189744,0.5321,0.0025,0.7041
TIC 610232,610232,9.9521,0.5699,0.2038
TIC 334578550,334578550,2.3968,0.0363,0.4198
TIC 453316896,453316896,20.553,2.3921,0.2271
TIC 129037533,129037533,1.7128,0.0137,0.4141
TIC 206485185,206485185,16.3514,1.0758,0.2328
TIC 159924384,159924384,18.0077,1.8402,0.1962
TIC 116417668,116417668,11.1659,0.5961,0.1705
TIC 25652626,25652626,14.9502,1.2729,0.2326
TIC 247020159,247020159,14.0383,0.5108,0.1597
TIC 30097038,30097038,9.9711,0.5721,0.0775
TIC 397046970,397046970,14.6527,1.2232,0.2266
TIC 77959498,77959498,17.1887,1.678,0.2647
TIC 64403516,64403516,1.4045,0.0095,2.3951
TIC 230241168,230241168,7.4505,0.1863,0.2009
TIC 173006499,173006499,9.2419,0.4927,0.2485
TIC 263281037,263281037,9.0785,0.3373,0.5638
TIC 4205785,4205785,15.426,1.3543,0.3429
TIC 318058035,318058035,10.0601,0.5822,0.0904
TIC 26893828,26893828,7.5607,0.3322,0.3484
TIC 3885864,3885864,6.7449,0.2656,0.1856
TIC 163477895,163477895,3.1819,0.0358,0.8977
TIC 241940434,241940434,8.9182,0.4593,0.2666
TIC 403632344,403632344,6.1483,0.1629,0.3802
TIC 188272639,188272639,2.2396,0.0319,1.1886
TIC 441832283,441832283,8.1563,0.3854,0.5616
TIC 39064308,39064308,18.5676,1.9554,0.2663
TIC 167455128,167455128,10.2075,0.5991,0.2797
GAIA DR3 5990405876616295808,221466577,5.8232,0.1411,0.2207
TIC 257503361,257503361,19.9165,2.2473,0.3447
TIC 139053298,139053298,16.4875,1.5451,0.9497
TIC 165108082,165108082,11.1205,0.7093,0.397
TIC 43373915,43373915,0.7467,0.0031,1.4468
TIC 392983748,392983748,5.1542,0.1573,0.1304
TIC 160268882,160268882,1.2709,0.0113,0.0801
TIC 243677000,243677000,8.7396,0.4414,0.2597
TIC 345412735,345412735,11.532,0.762,0.1919
TIC 415726557,415726557,8.4925,0.4172,0.1266
TIC 223756673,223756673,22.1452,2.774,0.2332
TIC 433007264,433007264,6.5542,0.1779,0.2639
TIC 168545355,168545355,4.3063,0.111,0.2325
TIC 316972142,316972142,19.4268,2.139,0.1053
TIC 455029978,455029978,0.8882,0.006,0.5803
TIC 55875605,55875605,17.2507,1.1965,0.2437
TIC 157416358,157416358,0.776,0.0047,0.174
TIC 175373614,175373614,20.0961,2.2877,0.1369
TIC 381132939,381132939,0.4854,0.0022,0.106
TIC 423299031,423299031,13.116,0.9826,0.1028
TIC 183529631,183529631,13.777,1.0828,0.1021
TIC 1992325965,1992325965,0.7817,0.0034,0.582
TIC 17070887,17070887,9.6166,0.3768,0.2636
TIC 7647781,7647781,9.0297,0.2719,0.2863
TIC 464405840,464405840,0.3547,0.0009,2.3778
TIC 388905208,388905208,2.952,0.0381,0.2736
TIC 121215012,121215012,19.1232,2.0732,0.0882
TIC 466335247,466335247,6.1346,0.2207,0.2426
TIC 441115325,441115325,15.4349,1.3559,0.2215
TIC 64008136,64008136,10.9697,0.6905,0.3202
TIC 178691816,178691816,9.7966,0.5525,0.1817
TIC 229157853,229157853,18.5301,0.9809,0.3048
TIC 17150156,17150156,9.3362,0.3554,0.3035
TIC 434233518,434233518,13.5762,1.0519,0.2725
TIC 379349640,379349640,12.066,0.8332,0.2355
TIC 88416301,88416301,5.0655,0.1075,0.429
TIC 468360701,468360701,1.8207,0.0153,1.7208
TIC 389726031,389726031,18.8395,2.0126,0.198
TIC 298617918,298617918,1.4921,0.0106,1.2793
TIC 51940720,51940720,1.8477,0.0129,1.8776
TIC 441398770,441398770,0.7815,0.0034,0.7379
TIC 456831901,456831901,16.5092,1.5491,0.236
TIC 56628845,56628845,7.9063,0.3626,0.3348
TIC 12863257,12863257,0.7409,0.0031,0.2737
TIC 139250483,139250483,12.2579,0.3553,0.5092
TIC 174158107,174158107,15.9097,1.4397,0.4909
TIC 80437015,80437015,3.027,0.0326,1.4629
TIC 96777752,96777752,5.7258,0.193,0.2138
TIC 471012467,471012467,3.2934,0.0332,0.8366
TIC 425933136,425933136,2.7268,0.0327,0.1194
TIC 37746121,37746121,15.1643,1.3092,0.2399
TIC 259386353,259386353,4.8244,0.1383,0.2571
TIC 241098252,241098252,2.7796,0.0339,2.6679
TIC 408412672,408412672,15.0218,1.285,0.1107
GAIA DR3 2924599091919101568,172116622,9.9952,0.5748,0.3793
TIC 161356637,161356637,18.8554,2.016,0.2552
TIC 299206949,299206949,18.6291,1.3923,0.2523
TIC 115478923,115478923,10.7304,0.6611,0.6025
TIC 392756613,392756613,6.7533,0.1883,0.6483
TIC 288621065,288621065,19.7305,2.2059,0.128
TIC 69760436,69760436,18.6521,1.9731,0.1531
TIC 353888605,353888605,3.3088,0.0335,0.3773
TIC 118807628,118807628,1.6251,0.0088,1.6761
TIC 418266986,418266986,10.9101,0.6831,0.1311
TIC 264697813,264697813,7.5664,0.3326,0.123
TIC 284073126,284073126,12.7382,0.5502,0.63
TIC 18585208,18585208,9.4823,0.3664,1.139
TIC 48788702,48788702,1.271,0.008,0.5769
TIC 273305007,273305007,0.5419,0.0012,2.4836
TIC 404742107,404742107,9.9179,0.4007,0.3579
TIC 166632400,166632400,9.5072,0.5209,0.104
TIC 7446228,7446228,9.2846,0.4972,0.2611
TIC 382552502,382552502,1.1535,0.0042,1.3782
TIC 38425450,38425450,8.1411,0.384,0.2411
TIC 387313600,387313600,2.3844,0.0207,1.7537
TIC 333870949,333870949,0.2783,0.0003,8.1077
TIC 450060052,450060052,6.4373,0.2425,0.8365
TIC 468216076,468216076,0.8484,0.0021,1.854
TIC 238176832,238176832,0.5268,0.0011,0.5837
TIC 230345672,230345672,4.3223,0.0951,0.2446
TIC 372124871,372124871,2.4598,0.019,2.5872
TIC 150899679,150899679,4.7682,0.1352,0.8099
TIC 239846143,239846143,16.4756,1.0912,0.173
TIC 201175419,201175419,14.5423,1.2051,0.3386
TIC 397368422,397368422,11.1201,0.4096,0.1954
TIC 274545692,274545692,7.1425,0.2971,0.1921
TIC 149248193,149248193,0.514,0.0004,0.199
TIC 60879815,60879815,4.7726,0.0792,0.1458
TIC 75231315,75231315,17.4822,1.7353,0.1081
TIC 360147541,360147541,13.858,0.495,0.4246
TIC 434192915,434192915,2.5128,0.028,1.8089
TIC 372897088,372897088,10.7029,0.6577,0.2951
TIC 256612541,256612541,9.4375,0.5134,0.1144
TIC 347509984,347509984,1.6493,0.0128,0.235
TIC 664962686,664962686,7.5824,0.334,0.1456
TIC 231267979,231267979,2.0232,0.0187,0.2923
TIC 220539110,220539110,0.773,0.0015,1.0017
TIC 9210746,9210746,5.52,0.1797,0.2929
TIC 457164833,457164833,9.6443,0.5358,0.1805
TIC 355036701,355036701,2.8703,0.0255,1.9533
TIC 258038021,258038021,9.1216,0.34,0.144
TIC 124494465,124494465,3.887,0.0644,1.2617
TIC 256665574,256665574,19.0558,0.7308,0.1484
TIC 403237836,403237836,0.427,0.0007,2.7825
TIC 322378751,322378751,8.6394,0.1931,0.2282
TIC 27997243,27997243,14.7185,0.6186,0.2097
TIC 47579336,47579336,3.8458,0.0223,1.5158
TIC 274012205,274012205,19.8535,2.2332,0.1154
TIC 224270730,224270730,18.7113,1.9855,0.1639
TIC 158917731,158917731,7.5199,0.3287,0.0755
TIC 220433364,220433364,0.8524,0.0011,1.1333
TIC 148592262,148592262,16.4301,1.5345,0.1377
TIC 455756014,455756014,2.9388,0.0308,0.5929
TIC 324656657,324656657,12.2361,0.6358,0.1219
TIC 394137224,394137224,6.6293,0.1816,2.1485
TIC 353011288,353011288,0.9083,0.0028,0.7666
TIC 220410075,220410075,18.7954,2.0033,0.0933
TIC 113952263,113952263,9.6507,0.3835,0.2242
TIC 68193640,68193640,20.6822,2.422,0.1936
TIC 231022874,231022874,6.3046,0.1344,1.8157
TIC 353011409,353011409,0.9083,0.0044,0.2215
TIC 292149989,292149989,13.4218,1.0283,0.2356
TIC 160329609,160329609,1.0129,0.0043,0.7558
TIC 228484455,228484455,5.8973,0.2044,0.1192
TIC 410347354,410347354,8.6143,0.429,0.2149
TIC 286237897,286237897,2.7329,0.0329,0.8453
TIC 128919534,128919534,14.4517,1.1903,0.2451
TIC 354432728,354432728,8.9429,0.4618,0.3035
TIC 430213846,430213846,7.707,0.2439,0.5299
TIC 289952026,289952026,7.9389,0.3655,0.1458
TIC 421940066,421940066,17.6247,1.283,0.1077
TIC 325178532,325178532,4.4561,0.042,1.1614
TIC 441054736,441054736,7.6077,0.1942,0.7297
TIC 28244970,28244970,1.7247,0.0196,0.0494
TIC 251962958,251962958,0.3745,0.0014,0.1077
TIC 38759628,38759628,20.9922,0.9491,0.1394
TIC 255759650,255759650,15.9167,0.7309,0.1675
TIC 388996956,388996956,11.1551,0.7137,0.4274
TIC 85085018,85085018,7.0819,0.2103,0.378
TIC 112995114,112995114,9.4579,0.5156,0.2598
TIC 380822957,380822957,14.7424,0.8829,0.1468
TIC 350221441,350221441,20.8433,2.4596,0.099
TIC 102107794,102107794,12.423,0.8826,0.4284
TIC 187585830,187585830,5.6352,0.1082,1.8739
TIC 202983416,202983416,13.8493,1.0941,0.1833
TIC 200383073,200383073,18.7418,1.4192,0.1625
TIC 62086498,62086498,14.4186,0.8398,0.1939
TIC 276619129,276619129,13.9795,1.1146,0.1308
TIC 71274771,71274771,4.5358,0.0614,1.7958
TIC 202327848,202327848,6.2442,0.1616,0.9501
TIC 124940532,124940532,19.9034,1.5887,0.157
TIC 350166984,350166984,2.9482,0.024,1.3526
TIC 387526927,387526927,6.4497,0.0612,0.5629
TIC 188478494,188478494,22.4902,2.8605,0.2342
TIC 166808151,166808151,0.7402,0.0018,2.8773
TIC 366307717,366307717,19.6795,1.5607,0.1532
TIC 138362758,138362758,8.243,0.1312,0.6097
TIC 435191721,435191721,15.0185,1.2844,0.0917
TIC 166652209,166652209,17.4854,1.228,0.1591
TIC 178199113,178199113,8.8741,0.4548,0.1602
TIC 373134703,373134703,9.5936,0.3261,0.3175
TIC 428664176,428664176,19.3448,1.5009,0.1746
TIC 293954617,293954617,10.4624,0.3641,0.1705
TIC 214570063,214570063,0.3802,0.0015,0.548
TIC 269216374,269216374,13.5628,1.0498,0.114
TIC 231824922,231824922,11.3072,0.733,0.2564
TIC 233609595,233609595,19.5969,0.5461,0.2198
TIC 38424567,38424567,7.8945,0.3615,1.1493
TIC 270300024,270300024,15.6668,0.9944,0.0989
TIC 152825519,152825519,11.9077,0.5759,0.4591
TIC 334271913,334271913,17.6236,1.2499,0.1122
TIC 115595346,115595346,22.2879,2.8096,0.1808
TIC 264052522,264052522,2.4266,0.0093,0.7939
TIC 100676732,100676732,19.2812,2.1073,0.127
TIC 7445601,7445601,2.9703,0.0545,0.1999
TIC 220481232,220481232,20.4078,0.9805,0.1191
TIC 55281574,55281574,17.3382,1.284,0.128
TIC 266639588,266639588,18.3805,1.9165,0.0989
TIC 253844785,253844785,13.0148,0.9676,0.2244
TIC 288634843,288634843,4.0932,0.0304,0.2313
TIC 55452078,55452078,21.0077,1.7681,0.1055
TIC 159747089,159747089,9.1255,0.3418,0.1724
TIC 178199109,178199109,9.629,0.2672,0.774
TIC 410132066,410132066,21.3461,1.8553,0.1599
GAIA DR3 3310876802567157248,245787593,14.3509,0.8301,0.3828
TIC 229807000,229807000,0.3745,0.0005,1.7446
TIC 184735829,184735829,7.8988,0.3619,0.2724
TIC 248854473,248854473,20.089,1.6179,0.1154
TIC 405283107,405283107,0.6913,0.0028,0.5095
TIC 161458236,161458236,22.5335,2.037,0.1859
TIC 224225152,224225152,3.511,0.0375,0.702
TIC 372816349,372816349,21.9862,1.9349,0.185
TIC 55745883,55745883,21.003,1.2533,0.0896
TIC 89500524,89500524,10.0309,0.5789,0.2037
TIC 272070121,272070121,21.4976,2.6153,0.2029
TIC 100527762,100527762,18.7214,1.1622,0.1929
TIC 50886339,50886339,11.2331,0.6119,0.1978
TIC 220536421,220536421,2.5345,0.0127,1.4737
TIC 231631020,231631020,6.1358,0.1285,0.2005
TIC 30340354,30340354,6.4547,0.2438,0.1037
TIC 277425957,277425957,21.0019,1.4584,0.1238
TIC 98796344,98796344,1.3999,0.0134,0.1924
TIC 63844336,63844336,19.5878,1.2675,0.1253
TIC 245863716,245863716,6.7274,0.1182,1.0254
TIC 240716832,240716832,12.4396,0.8849,0.233
TIC 285466899,285466899,4.7044,0.0761,1.3255
TIC 7221735,7221735,19.9183,1.298,0.1296
TIC 289380626,289380626,20.624,1.7031,0.1239
TIC 251845156,251845156,4.9257,0.072,1.071
TIC 259845294,259845294,21.2742,2.5616,0.1504
TIC 55497266,55497266,0.3244,0.0002,0.8882
TIC 128692839,128692839,21.1158,1.7847,0.1511
TIC 200439870,200439870,12.5973,0.9072,0.1007
TIC 5796048,5796048,0.5554,0.0016,0.9313
TIC 348839628,348839628,19.2803,0.6107,0.1575
TIC 278804299,278804299,13.2819,1.0073,0.1119
TIC 309702890,309702890,18.8935,0.5703,0.1763
TIC 425866459,425866459,10.3643,0.6174,0.0993
TIC 251024610,251024610,22.1501,2.7753,0.1286
TIC 422438669,422438669,15.5594,1.3776,0.7309
TIC 22750743,22750743,2.9728,0.0193,0.5933
TIC 366684609,366684609,1.1205,0.0064,2.0145
TIC 429069426,429069426,19.508,2.1568,0.0893
TIC 333225877,333225877,17.254,1.2093,0.3532
TIC 404715018,404715018,1.9575,0.0176,0.2676
TIC 150899677,150899677,4.7691,0.1353,0.2564
TIC 33734143,33734143,16.8434,0.6605,0.1393
TIC 220014932,220014932,18.8696,1.4278,0.173
TIC 470610753,470610753,11.4669,0.6204,0.1377
TIC 219221189,219221189,7.713,0.3454,0.1315
TIC 341295670,341295670,20.2645,2.3259,0.1554
TIC 173925925,173925925,7.8276,0.2515,0.7436
TIC 257448568,257448568,22.5231,2.8688,0.0962
TIC 293769522,293769522,2.5436,0.0203,0.3141
TIC 364136889,364136889,19.126,0.9316,0.1441
TIC 61709977,61709977,19.7208,2.2037,0.1266
TIC 139285666,139285666,5.139,0.07,0.7132
TIC 388105427,388105427,19.9785,1.318,0.148
TIC 242906898,242906898,10.5574,0.6402,0.0972
TIC 404222417,404222417,2.3626,0.0353,0.0532
TIC 469936356,469936356,19.309,2.1133,0.1221
TIC 233624874,233624874,10.1611,0.1171,0.2348
TIC 231631019,231631019,5.9592,0.1476,0.2112
TIC 407393440,407393440,20.382,1.6702,0.1574
TIC 234282159,234282159,22.2854,2.809,0.1645
TIC 190974401,190974401,3.2937,0.0469,1.0995
TIC 60175114,60175114,21.7257,2.6706,0.1698
TIC 229147927,229147927,4.5443,0.0616,0.6941
TIC 77111228,77111228,21.3398,2.5773,0.1156
TIC 470480305,470480305,19.3836,2.1296,0.1228
TIC 189882802,189882802,5.8073,0.1403,0.8513
TIC 139357121,139357121,18.8377,2.0123,0.2585
TIC 313874586,313874586,0.148,0.0003,0.3393
TIC 409883397,409883397,3.9088,0.0651,0.7626
TIC 97914505,97914505,2.4509,0.0218,0.9497
TIC 366639432,366639432,19.3782,1.0691,0.172
TIC 466818965,466818965,18.762,1.9962,0.1029
TIC 19560875,19560875,17.7922,1.7968,0.0788
TIC 251845153,251845153,3.9584,0.0545,2.1258
TIC 186876651,186876651,5.9308,0.2066,0.1596
TIC 146819340,146819340,2.7172,0.0325,0.3599
TIC 407120936,407120936,18.934,1.4375,0.1114
TIC 2003468741,2003468741,0.8872,0.0042,0.4181
TIC 103068804,103068804,9.7285,0.545,0.1745
TIC 301525047,301525047,5.6586,0.1886,0.2062
TIC 425934574,425934574,2.4245,0.0152,0.3474
TIC 424283890,424283890,19.7092,2.2011,0.1847
TIC 410214986,410214986,2.9121,0.0235,0.9789
TIC 243278327,243278327,13.4953,1.0395,0.1224
TIC 674500611,674500611,1.8523,0.0158,0.6563
TIC 326907507,326907507,4.9333,0.1021,0.4124
TIC 137080517,137080517,8.2059,0.131,0.4595
TIC 99468646,99468646,3.7148,0.0835,5.6915
TIC 137310514,137310514,4.9366,0.1446,0.1246
TIC 318568269,318568269,13.5404,0.6115,0.2588
TIC 387676042,387676042,22.1807,1.9682,0.2221
TIC 445501347,445501347,1.3806,0.0092,2.2229
TIC 158569856,158569856,1.4,0.0095,0.4642
TIC 398637343,398637343,18.3906,1.9186,0.1172
TIC 129738646,129738646,16.1922,1.4908,0.5142
TIC 84853250,84853250,20.0239,2.2714,0.0994
TIC 161401705,161401705,20.0319,2.2732,0.1951
TIC 120408718,120408718,8.1876,0.2746,0.4904
TIC 425940082,425940082,0.377,0.0005,1.6474
TIC 219117614,219117614,8.6251,0.0787,0.5421
TIC 123118237,123118237,0.3152,0.0011,0.7766
TIC 290033328,290033328,15.4945,0.6194,0.1163
TIC 168688895,168688895,10.152,0.5927,0.1027
TIC 283410775,283410775,0.4458,0.0013,0.7605
TIC 230390765,230390765,13.9436,0.6877,0.1079
TIC 188585290,188585290,15.0013,0.9114,0.4499
TIC 145962185,145962185,21.2494,2.5557,0.1232
TIC 403745593,403745593,15.4292,0.9581,0.1652
TIC 186669993,186669993,8.4578,0.2398,0.5366
TIC 197710589,197710589,12.2258,0.8552,0.1407
TIC 259377017,259377017,22.6068,2.89,0.1432
TIC 418998975,418998975,0.277,0.0009,2.565
TIC 321101449,321101449,19.1339,1.2048,0.1162
TIC 71373798,71373798,11.7371,0.789,0.1735
TIC 277317887,277317887,15.4001,0.6787,0.5419
TIC 40834637,40834637,14.0097,0.7925,0.2648
TIC 173338989,173338989,20.7809,1.7291,0.113
TIC 2052312662,2052312662,0.434,0.001,0.5901
TIC 121472328,121472328,19.0962,1.4646,0.095
TIC 278708135,278708135,8.3305,0.4017,0.11
TIC 246897668,246897668,1.3706,0.0091,0.3031
TIC 403189622,403189622,11.3271,0.6351,0.142
TIC 259592530,259592530,10.5218,0.4497,0.1493
TIC 62509024,62509024,21.7832,1.8991,0.149
TIC 12652442,12652442,4.5454,0.0872,0.3318
TIC 121214976,121214976,21.5484,2.6275,0.1511
TIC 302762322,302762322,12.6869,0.5415,0.5146
TIC 39936432,39936432,19.8182,2.2253,0.1289
TIC 470122267,470122267,1.1556,0.0047,0.2012
TIC 358031776,358031776,17.9717,0.9174,0.128
TIC 261257684,261257684,17.3532,1.2121,0.3022
TIC 104091860,104091860,6.9519,0.1002,0.3482
TIC 403259994,403259994,18.948,1.4394,0.1981
TIC 43299926,43299926,9.3374,0.5027,0.0973
TIC 92993104,92993104,2.9378,0.0377,1.465
TIC 201880512,201880512,20.4942,2.3785,0.1194
TIC 291243756,291243756,15.3855,0.7974,0.4832
TIC 121089579,121089579,9.0984,0.4777,0.1025
TIC 178288068,178288068,21.0202,2.5012,0.2236
TIC 456941617,456941617,8.4057,0.4089,0.1035
TIC 245792139,245792139,7.3432,0.2221,0.275
TIC 28503886,28503886,3.9486,0.0664,0.4598
TIC 247042708,247042708,20.24,2.3203,0.1395
TIC 140638831,140638831,0.912,0.0044,0.1084
TIC 279327066,279327066,8.2877,0.3977,0.2048
TIC 56627695,56627695,17.203,1.1897,0.1679
TIC 178249461,178249461,9.5189,0.3032,0.4479
TIC 218044102,218044102,3.7316,0.0598,0.1712
TIC 88363008,88363008,14.4945,1.1972,0.0877
TIC 341307991,341307991,12.4133,0.634,0.1329
TIC 16048383,16048383,8.3774,0.2346,0.6046
TIC 352143681,352143681,14.4543,1.1907,0.1724
TIC 304379558,304379558,9.622,0.2671,0.4906
TIC 282501711,282501711,1.8006,0.0123,0.1242
TIC 434229836,434229836,8.1976,0.1956,0.4714
TIC 180967892,180967892,8.9365,0.4612,0.2651
TIC 63028054,63028054,8.2247,0.277,0.322
TIC 206614902,206614902,9.3565,0.5047,0.3278
TIC 120562863,120562863,7.9163,0.2122,0.4572
TIC 402317981,402317981,8.7216,0.198,0.2974
TIC 248483218,248483218,20.0059,2.2674,0.152
TIC 370232736,370232736,16.8146,1.1458,0.1241
TIC 77840675,77840675,14.565,1.2088,0.074
TIC 396551713,396551713,7.1216,0.2488,0.4516
TIC 323828473,323828473,8.0209,0.1865,0.6207
TIC 290001300,290001300,10.2531,0.6044,0.0923
TIC 173418718,173418718,2.9872,0.0389,0.7803
TIC 217981254,217981254,1.0726,0.0083,1.1342
TIC 33715210,33715210,19.9755,0.7577,0.1951
TIC 141623174,141623174,20.3046,1.1767,0.136
TIC 450182870,450182870,4.7,0.0759,0.4244
TIC 238815210,238815210,0.9411,0.003,0.0972
TIC 390410291,390410291,2.8721,0.0361,0.4542
TIC 410214984,410214984,2.9121,0.0235,0.6593
TIC 55440537,55440537,9.2521,0.4937,0.2944
TIC 330736514,330736514,9.1856,0.2003,0.4417
TIC 20931752,20931752,4.7799,0.0961,0.6714
TIC 178947176,178947176,2.7871,0.0341,0.6683
TIC 381133463,381133463,19.8869,1.5858,0.2567
TIC 419813032,419813032,5.3556,0.1198,0.2156
TIC 233760927,233760927,16.4656,0.8257,0.0955
TIC 178106944,178106944,15.8877,1.4357,0.2233
TIC 50381137,50381137,19.876,1.1362,0.1121
TIC 632517012,632517012,2.9378,0.0377,1.465
TIC 417584161,417584161,12.1827,0.5941,0.1614
TIC 673609297,673609297,8.1474,0.2222,0.1843
TIC 218875180,218875180,7.8947,0.209,0.4075
TIC 316971061,316971061,16.7097,1.1367,0.5652
TIC 90888073,90888073,0.3125,0.0008,0.4933
TIC 359496368,359496368,10.931,0.4119,0.1046
TIC 333867115,333867115,11.3314,0.2816,0.1925
TIC 192935644,192935644,10.5821,0.6432,0.2381
TIC 48357756,48357756,21.2582,1.0464,0.1642
TIC 96202086,96202086,13.7113,0.6283,0.1718
TIC 220044948,220044948,0.6045,0.0022,0.4043
TIC 27985254,27985254,18.7148,1.9863,0.1163
TIC 311064351,311064351,17.9803,1.8347,0.0949
TIC 201228876,201228876,19.5895,0.9774,0.137
TIC 12656491,12656491,9.6127,0.3775,0.3276
TIC 144277323,144277323,17.8023,1.2761,0.1471
TIC 261401286,261401286,17.4124,1.0008,0.138
TIC 88590648,88590648,16.7385,1.5921,0.1243
TIC 363838130,363838130,3.8481,0.0894,0.2254
TIC 255563650,255563650,5.352,0.064,0.448
TIC 146712260,146712260,13.713,1.0729,0.1424
TIC 415563103,415563103,8.1916,0.3887,0.3451
TIC 103565448,103565448,0.6302,0.0017,0.6956
TIC 402319281,402319281,0.3098,0.0005,2.745
TIC 397043150,397043150,16.6041,1.1079,0.3407
TIC 63695926,63695926,20.3529,2.3461,0.1455
TIC 35287993,35287993,6.6928,0.2616,0.1962
TIC 441126977,441126977,21.0975,2.5195,0.2861
TIC 262039241,262039241,4.1935,0.0528,0.8425
TIC 276943440,276943440,17.5789,0.475,0.3333
TIC 313988572,313988572,2.2944,0.0236,2.52
TIC 164262236,164262236,20.1546,2.3009,0.1903
TIC 354242880,354242880,5.595,0.0655,0.217
TIC 442548143,442548143,21.2113,2.5466,0.1575
TIC 2024045270,2024045270,12.4396,0.8849,0.233
TIC 406277015,406277015,4.5308,0.0463,1.152
TIC 422485088,422485088,19.9524,1.6216,0.1543
TIC 199673452,199673452,9.0755,0.3361,0.3526
TIC 1996937087,1996937087,6.6928,0.2616,0.1962
