star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,__S_,__FHK_,__FHa_,Simbad,_RA,_DE
TIC 241967968,298.57393865843,-23.94107304856,298.573333453915,-23.94289729665476,241967968.0,6.863535898551993e+18,6.863535898551993e+18,97944.0,2MASS J19541775-2356275,6891-01773-1,WDS J19543-2356A,HD 188088,tic_near,-124.16693865882704,0.0315155498683452,-410.68078672310565,0.018508568406105,GaiaDR3,2023A&A...674A...1G,,,,,7.263,0.016,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.213,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,5.58,,Simbad 2014MNRAS.437..879C,2014MNRAS.437..879C,5.09,,Simbad 2014MNRAS.437..879C,2014MNRAS.437..879C,4.747,0.254,TIC,2019AJ....158..138S,4.158,0.24,TIC,2019AJ....158..138S,4.043,0.252,TIC,2019AJ....158..138S,5.292,0.006,5.908112049102783,0.0028136067871209,gaia_dr3,2023A&A...674A...1G,6.425188064575195,0.0033399027169783,5.23886775970459,0.0042212648450652,70.70095856863598,0.0350162163376808,GaiaDR3,2023A&A...674A...1G,14.137269973754885,0.0071821212768554,bj2021,2021AJ....161..147B,0,K3VaCN1,1989ApJS...71..245K,1,4765.0,53.0,Pastel,2022A&A...663A...4S,4.06366276957804,0.0565971600233107,calculated_from_M_and_R,Calculated Value,4.38,0.18,Pastel,2022A&A...663A...4S,0.12,0.05,Pastel,2022A&A...663A...4S,-0.0953259519428968,0.0197897731290973,update_TIC,Calculated Value,1.3148126048421227,0.041867367090343,calc_from_L_and_Teff,Calculated Value,0.73,0.083,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,A,45.8,4.35,6.863536001631204e+18,41.6244,7.3182,0,,HD 188088,0.59,56.35,19.15,Simbad,298.57394,-23.94107
TIC 352402781,301.38652182532,-67.3208969078,301.396266053525,-67.32389294266508,352402781.0,6.427244702486211e+18,6.427244702486211e+18,98959.0,2MASS J20053286-6719156,9098-01638-1,,HD 189567,tic_near,845.2518423828997,0.0156855545938015,-674.21301724364,0.0243260115385055,GaiaDR3,2023A&A...674A...1G,6.79,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.71,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.07,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.108,0.266,TIC,2019AJ....158..138S,4.724,0.076,TIC,2019AJ....158..138S,4.511,0.026,TIC,2019AJ....158..138S,5.478,0.006,5.91546106338501,0.0027658496897167,gaia_dr3,2023A&A...674A...1G,6.239302635192871,0.0028537382824646,5.418190956115723,0.00390283102372,55.76543555731051,0.0245189052075147,GaiaDR3,2023A&A...674A...1G,17.927154541015625,0.0081825256347656,bj2021,2021AJ....161..147B,0,G2V,2006AJ....132..161G,1,5730.0,15.0,Pastel,2022A&A...663A...4S,4.374739082636757,0.0223573262316539,calculated_from_M_and_R,Calculated Value,4.42,0.03,Pastel,2022A&A...663A...4S,-0.19,0.04,Pastel,2022A&A...663A...4S,0.0163047607947032,0.0112099533048648,update_TIC,Calculated Value,1.0339410573303454,0.0144001936229083,calc_from_L_and_Teff,Calculated Value,0.923980951309204,0.0400016009807586,gaia_dr3_flame,2023A&A...674A...1G,0,11.263557434082031,1.268218994140625,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,1,HD 189567,HD 189567,0.17,94.0,32.6,Simbad,301.38652,-67.3209
TIC 330872058,310.18808661126,19.93553569604,310.1886475671385,19.936923797338924,330872058.0,1.8142411942528087e+18,1.8142411942528087e+18,102040.0,2MASS J20404512+1956071,1642-00835-1,WDS J20408+1956A,HD 197076,tic_near,118.70818424549836,0.0168525129556655,312.2218206715345,0.0156609900295734,GaiaDR3,2023A&A...674A...1G,7.14,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.06,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.44,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.95,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.252,0.017,TIC,2019AJ....158..138S,5.085,0.051,TIC,2019AJ....158..138S,4.921,0.02,TIC,2019AJ....158..138S,5.857,0.006,6.285078525543213,0.0027600392500525,gaia_dr3,2023A&A...674A...1G,6.590723037719727,0.0028375007617215,5.804715633392334,0.0038079509443884,47.74568801467952,0.0197240766137838,GaiaDR3,2023A&A...674A...1G,20.92858505249023,0.0073156356811523,bj2021,2021AJ....161..147B,0,G5V,2007AJ....133.2524W,1,5822.0,10.0,Pastel,2022A&A...663A...4S,4.444053370234993,0.0216140960259831,calculated_from_M_and_R,Calculated Value,4.43,0.03,Pastel,2022A&A...663A...4S,-0.09,0.01,Pastel,2022A&A...663A...4S,0.003459641675142,0.0121821147963884,update_TIC,Calculated Value,0.986820274189388,0.0142494431584398,calc_from_L_and_Teff,Calculated Value,0.9873289465904236,0.0400185883045197,gaia_dr3_flame,2023A&A...674A...1G,0,5.449143409729004,1.043644905090332,gaia_dr3_flame,2023A&A...674A...1G,,9.749546,18.244452,1.814241194252809e+18,7.16684,19.806059,1.8142411942540977e+18,1,1,A,69.4,5.45,,,,0,,HD 197076,0.16,90.6,34.66,Simbad,310.18809,19.93554
TIC 269885278,310.81665480984,-29.42391886744,310.81644496219434,-29.42480230515536,269885278.0,6.795261758382371e+18,6.795261758382371e+18,102264.0,2MASS J20431599-2925260,6933-01066-1,WDS J20433-2925A,HD 197214,tic_near,-43.07720799471664,0.2395999431610107,-201.8903761586133,0.1962479948997497,GaiaDR3,2023A&A...674A...1G,7.778,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.635,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.96,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.583,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.229,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.71,0.027,TIC,2019AJ....158..138S,5.378,0.026,TIC,2019AJ....158..138S,5.312,0.016,TIC,2019AJ....158..138S,6.328,0.006,6.791584491729736,0.0027590634325958,gaia_dr3,2023A&A...674A...1G,7.126076698303223,0.0028262325531858,6.27907657623291,0.0038076277527826,46.05112300935863,0.2288902997970581,GaiaDR3,2023A&A...674A...1G,21.699079513549805,0.104100227355957,bj2021,2021AJ....161..147B,0,G6V,2006AJ....132..161G,1,5602.0,32.0,Pastel,2022A&A...663A...4S,4.541581316897393,0.0557063542148974,calculated_from_M_and_R,Calculated Value,4.44,0.1,Pastel,2022A&A...663A...4S,-0.23,0.06,Pastel,2022A&A...663A...4S,-0.1598113667323383,0.0118504122628061,update_TIC,Calculated Value,0.8832034411678836,0.0157165152322497,calc_from_L_and_Teff,Calculated Value,0.99,0.122,TIC,2019AJ....158..138S,0,,,,,,8.636945,20.103476,6.795261758380668e+18,8.636945,20.103476,6.795261758380668e+18,1,1,A,17.7,9.5,,,,0,,HD 197214,0.19,108.05,30.37,Simbad,310.81666,-29.42391
TIC 139112038,319.61362219301,-43.33465169984,319.61510203083486,-43.334555635071645,139112038.0,6.577318075351824e+18,6.577318075351824e+18,105184.0,2MASS J21182725-4320048,7978-01128-1,,HD 202628,tic_near,241.97817465600457,0.0153082329779863,21.4254775956858,0.0132786622270941,GaiaDR3,2023A&A...674A...1G,,,,,7.39,,Simbad,,6.742,0.004,Simbad 1990A&AS...84..133M,1990A&AS...84..133M,,,,,,,,,5.627,0.02,TIC,2019AJ....158..138S,5.325,0.031,TIC,2019AJ....158..138S,5.26,0.024,TIC,2019AJ....158..138S,6.156,0.006,6.59805965423584,0.0027601713240386,gaia_dr3,2023A&A...674A...1G,6.910926342010498,0.002830529611485,6.110445022583008,0.0038388801589749,42.02738752624135,0.0209960117936134,GaiaDR3,2023A&A...674A...1G,23.774349212646484,0.011977195739746,bj2021,2021AJ....161..147B,0,G5V,2006A&A...460..695T,1,5825.0,14.0,Pastel,2022A&A...663A...4S,4.445848358464413,0.021847154783207,calculated_from_M_and_R,Calculated Value,4.51,0.03,Pastel,2022A&A...663A...4S,-0.02,0.02,Pastel,2022A&A...663A...4S,-0.0103894983715785,0.0114540004200149,update_TIC,Calculated Value,0.9702106470853205,0.0136175706171771,calc_from_L_and_Teff,Calculated Value,0.95832496881485,0.0400045812129974,gaia_dr3_flame,2023A&A...674A...1G,0,7.43608283996582,1.1376686096191406,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 202628,0.24,158.0,32.41,Simbad,319.61362,-43.33465
TIC 79403675,320.20815643869,-53.03421045445,320.2083890093772,-53.0346347389645,79403675.0,6.463782435948431e+18,6.463782435948431e+18,105388.0,2MASS J21204994-5302030,8806-00401-1,,HD 202917,tic_near,31.42732327368997,0.012646242044866,-95.58701420119108,0.0138090215623378,GaiaDR3,2023A&A...674A...1G,,,,,9.32,,Simbad,,8.67,,Simbad,,,,,,7.882,0.033,Simbad 2012AcA....62...67K,2012AcA....62...67K,7.386,0.021,TIC,2019AJ....158..138S,7.026,0.038,TIC,2019AJ....158..138S,6.908,0.023,TIC,2019AJ....158..138S,8.011,0.006,8.492326736450195,0.0028614746208131,gaia_dr3,2023A&A...674A...1G,8.858380317687988,0.0037819050228956,7.951140403747559,0.0043285918239953,21.409293944288,0.0157449971884489,GaiaDR3,2023A&A...674A...1G,46.66170501708984,0.0334758758544921,bj2021,2021AJ....161..147B,0,G7V,2006A&A...460..695T,1,5582.0,25.0,Pastel,2022A&A...663A...4S,4.534257034785652,0.022671046697326,calculated_from_M_and_R,Calculated Value,4.47,0.05,Pastel,2022A&A...663A...4S,0.06,0.03,Pastel,2022A&A...663A...4S,-0.1777041669013085,0.0106167040516274,update_TIC,Calculated Value,0.8714067046286694,0.0132050300291051,calc_from_L_and_Teff,Calculated Value,0.9476134181022644,0.0402764976024627,gaia_dr3_flame,2023A&A...674A...1G,0,4.278548717498779,1.2608413696289062,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 202917,0.68,358.35,51.16,Simbad,320.20815,-53.03421
TIC 159835781,320.19413661346,-38.78144263532,320.19400079208685,-38.78122394041477,159835781.0,6.583320721643225e+18,6.583320721643225e+18,105384.0,2MASS J21204659-3846533,7979-00832-1,,HD 203019,tic_near,-23.87686640351797,0.0237293429672718,49.03591197259549,0.0242289807647466,GaiaDR3,2023A&A...674A...1G,,,,,8.54,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.86,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.617,0.019,TIC,2019AJ....158..138S,6.357,0.021,TIC,2019AJ....158..138S,6.22,0.027,TIC,2019AJ....158..138S,7.22,0.006,7.6862874031066895,0.0027847497305098,gaia_dr3,2023A&A...674A...1G,8.026907920837402,0.003140293515074,7.171393871307373,0.0038915191251481,27.487554763425557,0.0264524277299642,GaiaDR3,2023A&A...674A...1G,36.34319305419922,0.0329608917236328,bj2021,2021AJ....161..147B,0,G7V,2006A&A...460..695T,1,5749.6,80.8,TIC,2019AJ....158..138S,4.467338988780647,0.0329600692235902,calculated_from_M_and_R,Calculated Value,,,,,0.08,,gcs_reanalysis,2011A&A...530A.138C,-0.0761996050045199,0.0110495401986358,update_TIC,Calculated Value,0.9231612757291908,0.0284806034417726,calc_from_L_and_Teff,Calculated Value,0.911646604537964,0.0402843058109282,gaia_dr3_flame,2023A&A...674A...1G,0,9.695509910583496,1.3988914489746094,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,0,,,,6.582572194745321e+18,1376.4396,5.2289,0,,HD 203019,0.49,253.25,34.4,Simbad,320.19414,-38.78144
TIC 354670806,321.16884209006,-68.22792439021,321.1709931436214,-68.22708401309363,354670806.0,6.399747669021005e+18,6.399747669021005e+18,105712.0,2MASS J21244063-6813402,9322-01132-1,,HD 203244,tic_near,181.189,0.514,189.757,0.539,TIC gaia2,2019AJ....158..138S,,,,,7.7,,Simbad,,6.97,,Simbad,,,,,,,,,,5.651,0.019,TIC,2019AJ....158..138S,5.297,0.024,TIC,2019AJ....158..138S,5.216,0.018,TIC,2019AJ....158..138S,6.307,0.006,6.8036789894104,0.002784926649491,gaia_dr3,2023A&A...674A...1G,7.161800861358643,0.0032475817048595,6.257535457611084,0.0041209044986033,48.0625,0.342,TIC gaia2,2019AJ....158..138S,20.7958,0.149,TIC bj2018,2019AJ....158..138S,0,G5V,2006A&A...460..695T,1,5512.0,41.0,Pastel,2022A&A...663A...4S,4.508019787506816,,calculated_from_M_and_R,Calculated Value,4.49,0.1,Pastel,2022A&A...663A...4S,-0.21,0.05,Pastel,2022A&A...663A...4S,-0.2006306076463196,,gcs_Fbol,Calculated Value,0.8704000819034396,,calc_from_L_and_Teff,Calculated Value,0.89,0.035,gcs_reanalysis,2011A&A...530A.138C,0,5.91,4.15,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,0,0,,,,,,,0,,HD 203244,0.4,183.3,33.63,Simbad,321.16934,-68.22783
TIC 231698181,330.84022044679,-56.78598056775,330.8724078795965,-56.79725466122902,231698181.0,6.412595290592308e+18,6.412595290592308e+18,108870.0,2MASS J22032156-5647093,8817-00984-1,WDS J22034-5647A,* eps Ind,tic_near,3966.6605387484137,0.0855708792805671,-2536.1919868044724,0.0922127664089202,GaiaDR3,2023A&A...674A...1G,,,,,5.75,,Simbad,,4.69,,Simbad,,,,,,,,,,2.894,0.292,TIC,2019AJ....158..138S,2.349,0.214,TIC,2019AJ....158..138S,2.237,0.24,TIC,2019AJ....158..138S,3.7,0.009,4.322904109954834,0.0028700122359054,gaia_dr3,2023A&A...674A...1G,4.9079766273498535,0.002857566930722,3.6105570793151855,0.0043368321786202,274.8431415216296,0.0956149920821189,GaiaDR3,2023A&A...674A...1G,3.638480424880981,0.0013966560363767,bj2021,2021AJ....161..147B,0,K5V,2006A&A...460..695T,1,4641.0,21.0,Pastel,2022A&A...663A...4S,4.581997777619702,0.0327003246289669,calculated_from_M_and_R,Calculated Value,4.29,0.22,Pastel,2022A&A...663A...4S,-0.13,0.03,Pastel,2022A&A...663A...4S,-0.6540082656575771,0.0213373848703187,update_TIC,Calculated Value,0.7284929868028943,0.0190715754761146,calc_from_L_and_Teff,Calculated Value,0.7392322421073914,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,10.48759937286377,2.4754676818847656,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,403.1,19.17,,,,1,eps Ind A,HD 209100,0.44,31.67,16.02,Simbad,330.84024,-56.78598
TIC 278614418,333.661073,-41.381736,333.6644324990778,-41.38517850480005,278614418.0,6.569895817813128e+18,6.569895822110446e+18,109821.0,2MASS J22143860-4122532,7999-01575-1,,HD 210918,tic_near,570.48,0.02,-790.573,0.027,TIC tic7,2019AJ....158..138S,7.02,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.88,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.23,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.095,0.037,TIC,2019AJ....158..138S,4.828,0.24,TIC,2019AJ....158..138S,4.662,0.02,TIC,2019AJ....158..138S,5.445,0.035,6.063279628753662,0.0027654010468832,gaia_dr3,2023A&A...674A...1G,6.383551597595215,0.0028568340262497,5.565612316131592,0.003865760717883,45.9146,0.0404,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,21.7796,0.0191,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,G2V,2006AJ....132..161G,1,5757.0,13.0,Pastel,2022A&A...663A...4S,4.279031801960704,0.0190790505978973,calculated_from_M_and_R,Calculated Value,4.34,0.03,Pastel,2022A&A...663A...4S,-0.1,0.01,Pastel,2022A&A...663A...4S,0.1251967301235225,0.0017874964423907,gaia_dr3_flame,2023A&A...674A...1G,1.1610703935142197,0.0057624094429294,calc_from_L_and_Teff,Calculated Value,0.934719443321228,0.0400013923645019,gaia_dr3_flame,2023A&A...674A...1G,0,12.51886749267578,1.1029553413391122,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 210918,0.16,96.35,29.92,Simbad,333.66105,-41.38167
TIC 259291108,336.23488364067,-57.79745133668,336.2359507884891,-57.79902222498268,259291108.0,6.408551797924824e+18,6.408551802222369e+18,110649.0,2MASS J22245638-5747508,8828-01420-1,WDS J22249-5748A,HD 212330,tic_near,129.65788227319683,0.0664230436086654,-352.42479846673154,0.109256274998188,GaiaDR3,2023A&A...674A...1G,6.09,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.96,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.31,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.79,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.4,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.318,0.288,TIC,2019AJ....158..138S,3.889,0.26,TIC,2019AJ....158..138S,3.852,0.228,TIC,2019AJ....158..138S,4.707,0.007,5.152848720550537,0.0028085226509539,gaia_dr3,2023A&A...674A...1G,5.485096454620361,0.0028426423402482,4.631471633911133,0.0042038118279292,49.1648408419914,0.1075392588973045,GaiaDR3,2023A&A...674A...1G,20.32198143005371,0.0538930892944335,bj2021,2021AJ....161..147B,0,G2IV-V,2006AJ....132..161G,1,5660.0,18.0,Pastel,2022A&A...663A...4S,4.001471090291798,0.0209023416020306,calculated_from_M_and_R,Calculated Value,4.13,0.07,Pastel,2022A&A...663A...4S,-0.03,0.03,Pastel,2022A&A...663A...4S,0.4304595059022467,0.0118669221229257,update_TIC,Calculated Value,1.7070629455817703,0.0257259204320204,calc_from_L_and_Teff,Calculated Value,1.0663567781448364,0.0400130748748779,gaia_dr3_flame,2023A&A...674A...1G,0,8.666306495666504,0.8251080513000488,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,23.6,7.68,,,,0,,HD 212330,0.14,72.75,29.99,Simbad,336.23496,-57.79742
TIC 144068704,337.7515271521,-49.4332687499,337.7505975592392,-49.43413069104159,144068704.0,6.517058790835773e+18,6.517058790835773e+18,111143.0,2MASS J22310039-4925597,8449-00868-1,WDS J22310-4926A,HD 213240,tic_near,-135.91230619805583,0.0168452560901641,-193.8441809609392,0.0198978632688522,GaiaDR3,2023A&A...674A...1G,,,,,7.41,,Simbad,,6.8,,Simbad,,,,,,,,,,5.708,0.018,TIC,2019AJ....158..138S,5.482,0.023,TIC,2019AJ....158..138S,5.354,0.02,TIC,2019AJ....158..138S,6.249,0.006,6.674195289611816,0.0027637612546206,gaia_dr3,2023A&A...674A...1G,6.971852779388428,0.0028689316822222,6.203822135925293,0.0038028038354208,24.424668790862217,0.0207568816840648,GaiaDR3,2023A&A...674A...1G,40.89854431152344,0.0347805023193359,bj2021,2021AJ....161..147B,0,G0/1V,1978MSS...C02....0H,1,5970.0,15.0,Pastel,2022A&A...663A...4S,4.100140846293362,0.0210955170836474,calculated_from_M_and_R,Calculated Value,4.24,0.03,Pastel,2022A&A...663A...4S,0.15,0.02,Pastel,2022A&A...663A...4S,0.4275710105015208,0.012820854453098,update_TIC,Calculated Value,1.529288729300699,0.0238454242516581,calc_from_L_and_Teff,Calculated Value,1.0741184949874878,0.0400021076202392,gaia_dr3_flame,2023A&A...674A...1G,0,8.056464195251465,0.8070170879364014,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,21.9,5.2,6.517058722116296e+18,95.6372,8.9541,1,HD 213240,HD 213240,0.18,132.65,33.91,Simbad,337.75153,-49.43327
TIC 403223176,339.03209715757,-54.61062003521,339.0348767831393,-54.61178166805668,403223176.0,6.506893771477046e+18,6.506893771477046e+18,111565.0,2MASS J22360773-5436384,8823-01524-1,WDS J22361-5437A,HD 213941,tic_near,362.1899163827004,0.0165211781859397,-261.44718764947265,0.021447692066431,GaiaDR3,2023A&A...674A...1G,,,,,8.25,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.58,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.307,0.02,TIC,2019AJ....158..138S,5.972,0.042,TIC,2019AJ....158..138S,5.886,0.029,TIC,2019AJ....158..138S,6.955,0.006,7.417479991912842,0.0027605584823872,gaia_dr3,2023A&A...674A...1G,7.751044750213623,0.0028109049639009,6.9031524658203125,0.003823936798775,31.67286163895565,0.0190094411373138,GaiaDR3,2023A&A...674A...1G,31.56013870239257,0.0236501693725585,bj2021,2021AJ....161..147B,0,G8VFe-1.3,2006AJ....132..161G,1,5561.0,18.0,Pastel,2022A&A...663A...4S,4.40244381885344,0.0228901713898729,calculated_from_M_and_R,Calculated Value,4.42,0.05,Pastel,2022A&A...663A...4S,-0.45,0.02,Pastel,2022A&A...663A...4S,-0.0835759151847113,0.0102156306558181,update_TIC,Calculated Value,0.9784956450384658,0.0131364110407429,calc_from_L_and_Teff,Calculated Value,0.8820515871047974,0.0400051772594451,gaia_dr3_flame,2023A&A...674A...1G,0,12.64259433746338,1.158616542816162,gaia_dr3_flame,2023A&A...674A...1G,,2.560039,13.232156,6.506893771477046e+18,2.560039,13.232156,6.506893771477046e+18,1,1,A,2.6,4.889999999999999,6.506893771477046e+18,2.56,5.8147,0,,HD 213941,0.19,124.1,29.15,Simbad,339.0321,-54.61062
TIC 214912529,342.02883132191,-37.75666198406,342.0297062728974,-37.75665444137389,214912529.0,6.547596729863916e+18,6.547596729863916e+18,112581.0,2MASS J22480691-3745241,8004-00909-1,,HD 215768,tic_near,155.7216907713832,0.0246927104890346,1.5737943155723089,0.0188432037830352,GaiaDR3,2023A&A...674A...1G,,,,,8.08,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.49,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.415,0.018,TIC,2019AJ....158..138S,6.172,0.027,TIC,2019AJ....158..138S,6.1,0.02,TIC,2019AJ....158..138S,6.956,0.006,7.368046760559082,0.0028623558415601,gaia_dr3,2023A&A...674A...1G,7.655296802520752,0.0038738538194564,6.905845642089844,0.0042405669765194,26.13908625707843,0.021565556526184,GaiaDR3,2023A&A...674A...1G,38.22176361083984,0.0326042175293004,bj2021,2021AJ....161..147B,0,G0VCH-0.3,2006AJ....132..161G,1,6067.9,121.9,TIC,2019AJ....158..138S,4.44622603172897,0.0412713271875851,calculated_from_M_and_R,Calculated Value,,,,,-0.22,,gcs_reanalysis,2011A&A...530A.138C,0.0880933230429879,0.0140106032908949,update_TIC,Calculated Value,1.0014343327995954,0.0433577143408724,calc_from_L_and_Teff,Calculated Value,1.0218881368637085,0.0400079488754273,gaia_dr3_flame,2023A&A...674A...1G,0,5.247597694396973,0.9388911724090576,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 215768,0.31,233.15,37.36,Simbad,342.02883,-37.75666
TIC 206686962,344.10022208348,-31.56556530373,344.1019414017392,-31.56626896213439,206686962.0,6.604147121141267e+18,6.604147121141267e+18,113283.0,2MASS J22562403-3133559,7505-00100-1,WDS J22577-2937B,V* TW PsA,tic_near,330.2033788189263,0.023418890312314,-158.6023341436887,0.0283693559467792,GaiaDR3,2023A&A...674A...1G,,,,,7.58,,Simbad,,6.48,,Simbad,,,,,,,,,,4.533,0.037,TIC,2019AJ....158..138S,3.804,0.21,TIC,2019AJ....158..138S,3.805,0.24,TIC,2019AJ....158..138S,5.413,0.007,6.091864585876465,0.0028198233359554,gaia_dr3,2023A&A...674A...1G,6.68665075302124,0.003554102686638,5.346338272094727,0.0056238074828689,131.55250924995755,0.027515385299921,GaiaDR3,2023A&A...674A...1G,7.599592208862305,0.0014734268188476,bj2021,2021AJ....161..147B,0,K4Ve,1989ApJS...71..245K,1,4601.0,29.0,Pastel,2022A&A...663A...4S,4.612536321289277,0.031268697164215,calculated_from_M_and_R,Calculated Value,4.68,0.1,Pastel,2022A&A...663A...4S,0.04,0.03,Pastel,2022A&A...663A...4S,-0.7077582559318212,0.0168647178886855,update_TIC,Calculated Value,0.696737282561711,0.0161291274202312,calc_from_L_and_Teff,Calculated Value,0.7254488468170166,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,9.807368278503418,2.6192665100097656,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,B,7086.262987078481,-5.35,,,,0,,HD 216803,1.0,61.2,18.68,Simbad,344.10022,-31.56557
