star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,__S_,__FHK_,__FHa_,Simbad,_RA,_DE
TIC 441501782,46.82739598283,-13.7617831099,46.82735626488869,-13.762941186311052,441501782.0,5.155981730587169e+18,5.155981730587169e+18,14501.0,2MASS J03071857-1345421,5300-00583-1,,HD  19467,tic_near,-8.69413325563946,0.0266043879091739,-260.6421751369368,0.0257987044751644,GaiaDR3,2023A&A...674A...1G,,,,,7.65,,Simbad,,7.0,,Simbad,,7.79,0.28,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.82,0.02,Simbad 2005yCat.2263....0D,2005yCat.2263....0D,5.801,0.02,TIC,2019AJ....158..138S,5.447,0.036,TIC,2019AJ....158..138S,5.401,0.026,TIC,2019AJ....158..138S,6.364,0.006,6.814492702484131,0.002769303273863,gaia_dr3,2023A&A...674A...1G,7.140666961669922,0.0032074347395046,6.318391799926758,0.0039262755327976,31.2191392801444,0.0239668618887662,GaiaDR3,2023A&A...674A...1G,32.001808166503906,0.0222129821777326,bj2021,2021AJ....161..147B,0,G3V,1988MSS...C04....0H,1,5733.0,14.0,Pastel,2022A&A...663A...4S,4.232602300230817,0.0220172462023969,calculated_from_M_and_R,Calculated Value,4.32,0.03,Pastel,2022A&A...663A...4S,-0.14,0.02,Pastel,2022A&A...663A...4S,0.1638006533057496,0.0109732373187859,update_TIC,Calculated Value,1.2240216174297736,0.0165788954083385,calc_from_L_and_Teff,Calculated Value,0.9334968328475952,0.0400024652481078,gaia_dr3_flame,2023A&A...674A...1G,0,13.194433212280272,0.7677416801452637,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  19467,0.15,88.15,30.57,Simbad,46.8274,-13.76178
TIC 49845357,48.19348711501,-1.19609717674,48.19434611542994,-1.1964050113001996,49845357.0,3.265335443260522e+18,3.265335443260522e+18,14954.0,2MASS J03124644-0111458,4708-01423-1,WDS J03128-0112A,*  94 Cet,tic_near,193.54884716032865,0.1514238864183426,-68.8884844240555,0.1101012602448463,GaiaDR3,2023A&A...674A...1G,,,,,5.631,0.014,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,5.07,0.009,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,4.174,0.28,TIC,2019AJ....158..138S,3.768,0.238,TIC,2019AJ....158..138S,3.748,0.236,TIC,2019AJ....158..138S,4.56,0.008,4.922249794006348,0.0029912612932294,gaia_dr3,2023A&A...674A...1G,5.2107014656066895,0.0029046263243336,4.488256454467773,0.0052474001908493,43.70273455684943,0.1325204521417617,GaiaDR3,2023A&A...674A...1G,22.86309051513672,0.0636758804321289,bj2021,2021AJ....161..147B,0,F8.5V,2003AJ....126.2048G,1,6145.0,13.0,Pastel,2022A&A...663A...4S,3.991636631153736,0.056815679070451,calculated_from_M_and_R,Calculated Value,4.17,0.03,Pastel,2022A&A...663A...4S,0.2,0.01,Pastel,2022A&A...663A...4S,0.6121181066899349,0.0157079624296886,update_TIC,Calculated Value,1.785122088114122,0.0331547564849665,calc_from_L_and_Teff,Calculated Value,1.14,0.143,TIC,2019AJ....158..138S,0,,,,,,2.229047,9.863663,3.2653354432599496e+18,2.229047,9.863663,3.2653354432599496e+18,1,1,A,2.2,5.94,,,,1,HD 19994,HD  19994,0.17,138.25,33.27,Simbad,48.19349,-1.1961
TIC 279069526,49.7578933397,-2.84319246845,49.75902219538303,-2.8436402553284426,279069526.0,3.2618786130627584e+18,3.2618786130627584e+18,15442.0,2MASS J03190187-0250353,4711-00180-1,,HD  20619,tic_near,253.73476266456876,0.0235798135399818,-100.73646587631148,0.024469468742609,GaiaDR3,2023A&A...674A...1G,7.82,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.697,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.039,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.691,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.343,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.876,0.019,TIC,2019AJ....158..138S,5.552,0.04,TIC,2019AJ....158..138S,5.469,0.021,TIC,2019AJ....158..138S,6.438,0.006,6.8885602951049805,0.0027686448866694,gaia_dr3,2023A&A...674A...1G,7.210543632507324,0.0028242318899528,6.391136646270752,0.0038437471067092,41.67104805241885,0.0218958705663681,GaiaDR3,2023A&A...674A...1G,23.97626686096191,0.0122194290161132,bj2021,2021AJ....161..147B,0,G1.5V,1989ApJS...71..245K,1,5728.0,14.0,Pastel,2022A&A...663A...4S,4.5369278811083324,0.0213096781321602,calculated_from_M_and_R,Calculated Value,4.47,0.04,Pastel,2022A&A...663A...4S,-0.22,0.02,Pastel,2022A&A...663A...4S,-0.1161502552264542,0.0113355286300292,update_TIC,Calculated Value,0.8883242105885255,0.0123796502148325,calc_from_L_and_Teff,Calculated Value,0.9908393621444702,0.0400127470493317,gaia_dr3_flame,2023A&A...674A...1G,0,1.9449502229690552,1.0315406918525696,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  20619,0.18,105.4,29.49,Simbad,49.75789,-2.84319
TIC 279649057,49.4423471274,-62.5753205803,49.45525439342999,-62.572432544470445,279649057.0,4.72211159040948e+18,4.72211159040948e+18,15330.0,2MASS J03174616-6234313,8863-01556-1,WDS J03182-6230B,* zet01 Ret,tic_near,1337.5303752785856,0.0506530553102493,649.8397532183421,0.0705460608005523,GaiaDR3,2023A&A...674A...1G,6.24,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.18,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.54,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.0,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.66,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.462,0.302,TIC,2019AJ....158..138S,4.041,0.268,TIC,2019AJ....158..138S,3.994,0.252,TIC,2019AJ....158..138S,4.9,0.007,5.344615936279297,0.0027995657968366,gaia_dr3,2023A&A...674A...1G,5.674380779266357,0.002917690106752,4.839785575866699,0.0049928844382808,83.02397018243857,0.0437651276588439,GaiaDR3,2023A&A...674A...1G,12.043172836303713,0.0060114860534659,bj2021,2021AJ....161..147B,0,G2.5VHdel1,1989ApJS...71..245K,1,5710.0,13.0,Pastel,2022A&A...663A...4S,4.505249503067989,0.0217018758700399,calculated_from_M_and_R,Calculated Value,4.5,0.03,Pastel,2022A&A...663A...4S,-0.23,0.02,Pastel,2022A&A...663A...4S,-0.0993693652405247,0.0115584543397554,update_TIC,Calculated Value,0.9113721344513898,0.0128181229106255,calc_from_L_and_Teff,Calculated Value,0.9695570468902588,0.0400438308715821,gaia_dr3_flame,2023A&A...674A...1G,0,3.915963888168335,1.1087255477905271,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,B,309.1,-0.2700000000000004,4.722135642226903e+18,309.1147,-0.265,0,,HD  20766,0.25,157.45,33.1,Simbad,49.44235,-62.57532
TIC 118572803,53.23268801373,-9.45825874379,53.22829341517546,-9.458168216292322,118572803.0,5.16470797026163e+18,5.164707970261891e+18,16537.0,2MASS J03325591-0927298,5296-01533-1,WDS J03329-0927A,* eps Eri,tic_near,-974.758145249517,0.1597225666046142,20.875840089774208,0.1203660443425178,GaiaDR3,2023A&A...674A...1G,5.19,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.73,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.0,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.54,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.228,0.298,TIC,2019AJ....158..138S,1.88,0.276,TIC,2019AJ....158..138S,1.776,0.286,TIC,2019AJ....158..138S,2.905,1.78,3.465751886367798,0.0030745412266297,gaia_dr3,2023A&A...674A...1G,3.982447862625122,0.009502186998797,2.8421502113342285,0.0046624091550749,310.5772928005821,0.1354991495609283,GaiaDR3,2023A&A...674A...1G,3.219777107238769,0.0014044046401977,bj2021,2021AJ....161..147B,0,K2V,1989ApJS...71..245K,1,5098.0,10.0,Pastel,2022A&A...663A...4S,4.5975154072649005,0.0241264757180028,calculated_from_M_and_R,Calculated Value,4.55,0.02,Pastel,2022A&A...663A...4S,-0.08,0.01,Pastel,2022A&A...663A...4S,-0.4660261100809529,0.0102185796747629,update_TIC,Calculated Value,0.7496178639035633,0.0092963491565169,calc_from_L_and_Teff,Calculated Value,0.811199426651001,0.0403238832950592,gaia_dr3_flame,2023A&A...674A...1G,0,7.304041385650635,2.1033992767333984,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,0.0,,,,,1,eps Eri,HD  22049,0.47,89.9,24.74,Simbad,53.23268,-9.45826
TIC 38511251,55.81207850254,-9.76338198694,55.81166330752036,-9.76008366406804,38511251.0,5.164120762332791e+18,5.164120762333028e+18,17378.0,2MASS J03431490-0945490,5303-01320-1,,* del Eri,tic_near,-93.63405683015571,0.199730634689331,744.3603877012735,0.1579550802707672,GaiaDR3,2023A&A...674A...1G,5.13,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.46,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.54,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.82,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.32,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.06,0.362,TIC,2019AJ....158..138S,1.729,0.28,TIC,2019AJ....158..138S,1.619,0.292,TIC,2019AJ....158..138S,2.67,1.676,3.275566577911377,0.0032590730469952,gaia_dr3,2023A&A...674A...1G,3.852960109710694,0.0180557864646556,2.6867616176605225,0.0110949328061454,110.02539078597692,0.1944461613893509,GaiaDR3,2023A&A...674A...1G,9.088221549987791,0.0145149230957031,bj2021,2021AJ....161..147B,0,K0+IV,1989ApJS...71..245K,1,5045.0,24.0,Pastel,2022A&A...663A...4S,3.611464962211088,0.0512116664078777,calculated_from_M_and_R,Calculated Value,3.78,0.03,Pastel,2022A&A...663A...4S,0.09,0.02,Pastel,2022A&A...663A...4S,0.5175558047440915,0.0129637720107241,calc_from_gaia,Calculated Value,2.375243870688403,0.0420412584419693,calc_from_L_and_Teff,Calculated Value,0.8410343755343372,0.0945997904426609,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD  23249,0.13,22.68,19.26,Simbad,55.81209,-9.76339
TIC 49952922,59.71830791627,-5.46994726426,59.71809924614658,-5.470722107154898,49952922.0,3.245123980001813e+18,3.245123980001813e+18,18606.0,2MASS J03585241-0528116,4724-01422-1,,HD  25069,tic_near,-46.75036253786425,0.0388814359903335,-174.27493306330945,0.0282502882182598,GaiaDR3,2023A&A...674A...1G,,,,,6.848,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,5.833,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,4.248,0.264,TIC,2019AJ....158..138S,3.617,0.216,TIC,2019AJ....158..138S,3.604,0.26,TIC,2019AJ....158..138S,4.976,0.006,5.567367076873779,0.0027911021350853,gaia_dr3,2023A&A...674A...1G,6.066356182098389,0.0029506578072651,4.907984256744385,0.0048318446471366,21.392569998171584,0.036870501935482,GaiaDR3,2023A&A...674A...1G,46.71760559082031,0.0789623260498011,bj2021,2021AJ....161..147B,0,K0/1III,1999MSS...C05....0H,0,4925.0,37.0,Pastel,2022A&A...663A...4S,3.169799195307597,0.0211397526169157,calculated_from_M_and_R,Calculated Value,3.29,0.09,Pastel,2022A&A...663A...4S,0.09,0.05,Pastel,2022A&A...663A...4S,1.0380787560654106,0.0013890289653755,gaia_dr3_flame,2023A&A...674A...1G,4.538157383983941,0.0685726600151358,calc_from_L_and_Teff,Calculated Value,1.1104286909103394,0.0423724651336669,gaia_dr3_flame,2023A&A...674A...1G,0,8.141030311584473,0.8147439956665039,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  25069,0.12,13.01,15.77,Simbad,59.71831,-5.46995
TIC 67772871,63.81800002674,-7.65287139379,63.80795300602079,-7.668077815019981,67772871.0,3.195919528988725e+18,3.195919528989223e+18,19849.0,2MASS J04151651-0739068,5312-2325-1,WDS J04153-0739A,* omi02 Eri,tic_near,-2240.084983892348,0.1350796371698379,-3421.8086201704023,0.09439367800951,GaiaDR3,2023A&A...674A...1G,5.69,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.25,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.43,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.74,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.013,0.238,TIC,2019AJ....158..138S,2.594,0.198,TIC,2019AJ....158..138S,2.498,0.236,TIC,2019AJ....158..138S,3.655,0.008,4.179893970489502,0.0029329300459894,gaia_dr3,2023A&A...674A...1G,4.610994815826416,0.0028534746438313,3.569749355316162,0.0048248474903493,199.6080124181338,0.1208302825689315,GaiaDR3,2023A&A...674A...1G,5.009246349334717,0.0031571388244628,bj2021,2021AJ....161..147B,0,K0V,1989ApJS...71..245K,1,5133.0,43.0,Pastel,2022A&A...663A...4S,4.531972486099639,0.0576014614218938,calculated_from_M_and_R,Calculated Value,4.52,0.02,Pastel,2022A&A...663A...4S,-0.29,0.01,Pastel,2022A&A...663A...4S,-0.3683061657249888,0.0131508074746283,update_TIC,Calculated Value,0.8274791000714117,0.0186860144149439,calc_from_L_and_Teff,Calculated Value,0.85,0.106,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,A,82.7,4.880000000000001,3.195919254111315e+18,78.0972,5.5954,1,HD 26965,HD  26965,0.19,51.55,26.41,Simbad,63.818,-7.65287
TIC 198079199,64.12095500368,-59.30215458248,64.1205345994243,-59.30290021818768,198079199.0,4.678664766394767e+18,4.678664766393829e+18,19921.0,2MASS J04162902-5918078,8508-02041-1,WDS J04165-5918A,* eps Ret,tic_near,-47.78530523238955,0.1013757586479187,-167.80573654384344,0.1472616493701934,GaiaDR3,2023A&A...674A...1G,6.59,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.52,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.44,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.62,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.08,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.374,0.236,TIC,2019AJ....158..138S,1.814,0.184,TIC,2019AJ....158..138S,1.745,0.218,TIC,2019AJ....158..138S,3.53,0.007,4.134786128997803,0.0030158811917225,gaia_dr3,2023A&A...674A...1G,4.677203178405762,0.0032975070833419,3.446439504623413,0.0043732135535027,54.22863060384525,0.101874902844429,GaiaDR3,2023A&A...674A...1G,18.447195053100582,0.0355663299560564,bj2021,2021AJ....161..147B,0,K2III,2006AJ....132..161G,0,4792.0,34.0,Pastel,2022A&A...663A...4S,3.188113966294797,0.0524730395253124,calculated_from_M_and_R,Calculated Value,3.5,0.13,Pastel,2022A&A...663A...4S,0.35,0.03,Pastel,2022A&A...663A...4S,0.8152856484537492,0.0182674402698411,calc_from_gaia,Calculated Value,3.7090428466907457,0.0941012109862568,calc_from_L_and_Teff,Calculated Value,0.773695444244286,0.0848375705457446,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,1,A,13.0,8.059999999999999,4.678664766393827e+18,13.0378,8.3459,1,HD 27442,HD  27442,0.13,10.34,12.42,Simbad,64.12095,-59.30216
TIC 153725546,66.32966579245,-44.16089578656,66.32983452954203,-44.16059937886685,153725546.0,4.839165048546716e+18,4.839165048546716e+18,20630.0,2MASS J04251910-4409393,7584-00203-1,,HD  28246,tic_near,27.32398909908005,0.0177173279225826,66.53936775770737,0.0231447238475084,GaiaDR3,2023A&A...674A...1G,,,,,6.811,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.383,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.549,0.026,TIC,2019AJ....158..138S,5.363,0.031,TIC,2019AJ....158..138S,5.314,0.023,TIC,2019AJ....158..138S,5.949,0.006,6.273446559906006,0.0027627583970896,gaia_dr3,2023A&A...674A...1G,6.490248203277588,0.0029191869534782,5.901345252990723,0.0038420088899884,26.831224273770417,0.0180098377168178,GaiaDR3,2023A&A...674A...1G,37.25975036621094,0.0243530273437464,bj2021,2021AJ....161..147B,0,F5.5V,2006AJ....132..161G,1,6570.1,130.8,TIC,2019AJ....158..138S,4.265810209963374,0.0408298258542298,calculated_from_M_and_R,Calculated Value,,,,,0.03,,gcs_reanalysis,2011A&A...530A.138C,0.5006716999842663,0.0168389770260269,update_TIC,Calculated Value,1.3735501962195142,0.0608284741394059,calc_from_L_and_Teff,Calculated Value,1.268912434577942,0.0400021076202392,gaia_dr3_flame,2023A&A...674A...1G,0,2.505202293395996,0.4895446300506592,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  28246,0.21,303.1,39.55,Simbad,66.32966,-44.1609
TIC 117979951,71.90121566837,-16.93445609231,71.90182063625531,-16.933703052251126,117979951.0,2.98049238755841e+18,2.98049238755841e+18,22263.0,2MASS J04473628-1656041,5892-01953-1,,*  58 Eri,tic_near,130.26356047105878,0.040416732430458,169.33843237165158,0.0406065732240676,GaiaDR3,2023A&A...674A...1G,,,,,6.14,,Simbad,,5.5,,Simbad,,,,,,,,,,4.466,0.254,TIC,2019AJ....158..138S,4.116,0.236,TIC,2019AJ....158..138S,3.999,0.036,TIC,2019AJ....158..138S,4.899,0.006,5.3183770179748535,0.0028530003991279,gaia_dr3,2023A&A...674A...1G,5.645484924316406,0.003281712274146,4.82747745513916,0.0047528342649127,75.52889944115644,0.0539099872112274,GaiaDR3,2023A&A...674A...1G,13.234411239624023,0.010542869567871,bj2021,2021AJ....161..147B,0,G2.5IV-V,1989ApJS...71..245K,1,5833.0,10.0,Pastel,2022A&A...663A...4S,4.456200756586981,0.0218481524115804,calculated_from_M_and_R,Calculated Value,4.49,0.02,Pastel,2022A&A...663A...4S,0.0,0.01,Pastel,2022A&A...663A...4S,-0.0150368728219751,0.0120022314214352,update_TIC,Calculated Value,0.9623881250190393,0.0137016414040032,calc_from_L_and_Teff,Calculated Value,0.9656808972358704,0.0400499701499938,gaia_dr3_flame,2023A&A...674A...1G,0,6.759125232696533,1.1229498386383057,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  30495,0.3,194.4,33.28,Simbad,71.90122,-16.93446
TIC 213041474,75.20416315328,-5.75367250078,75.2066176720424,-5.758598962923454,213041474.0,3.2114614694447734e+18,3.2114614694447734e+18,23311.0,2MASS J05004896-0545117,4762-01490-1,,HD  32147,tic_near,549.3086851259898,0.0206991732120513,-1108.2450318392753,0.0162223298102617,GaiaDR3,2023A&A...674A...1G,8.27,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.27,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.21,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.36,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.87,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.389,0.244,TIC,2019AJ....158..138S,3.797,0.214,TIC,2019AJ....158..138S,3.706,0.228,TIC,2019AJ....158..138S,5.25,0.006,5.886491775512695,0.0027662151995907,gaia_dr3,2023A&A...674A...1G,6.436380386352539,0.0028530266571806,5.186892986297607,0.004046237543985,113.0714591247876,0.0222385805100202,GaiaDR3,2023A&A...674A...1G,8.842376708984375,0.0016741752624511,bj2021,2021AJ....161..147B,0,K3+V,2003AJ....126.2048G,1,4810.0,20.0,Pastel,2022A&A...663A...4S,4.567382288061872,0.056377775429624,calculated_from_M_and_R,Calculated Value,4.46,0.04,Pastel,2022A&A...663A...4S,0.31,0.02,Pastel,2022A&A...663A...4S,-0.5375546260705887,0.0139196509784308,update_TIC,Calculated Value,0.7755060300193823,0.0140016006788281,calc_from_L_and_Teff,Calculated Value,0.81,0.101,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD  32147,0.3,24.55,16.19,Simbad,75.20417,-5.75368
TIC 94945758,81.76984653794,-11.90096282991,81.769924030883,-11.901181972232846,94945758.0,3.0099083780499133e+18,3.0099083780499133e+18,25486.0,2MASS J05270477-1154033,5340-01141-1,,V* AF Lep,tic_near,16.91501447341464,0.0183322187513113,-49.31799111646447,0.0156312491744756,GaiaDR3,2023A&A...674A...1G,,,,,6.832,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.295,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.268,0.027,TIC,2019AJ....158..138S,5.087,0.026,TIC,2019AJ....158..138S,4.926,0.021,TIC,2019AJ....158..138S,5.793,0.006,6.209527015686035,0.0029137785029709,gaia_dr3,2023A&A...674A...1G,6.488498687744141,0.004335741506865,5.752336025238037,0.0047531752268939,37.25385312651125,0.0194716434925794,GaiaDR3,2023A&A...674A...1G,26.8244571685791,0.0151653289794939,bj2021,2021AJ....161..147B,0,F8V(n)k:,2006AJ....132..161G,1,6227.0,102.0,Pastel,2022A&A...663A...4S,4.350280495708717,0.0362164679549227,calculated_from_M_and_R,Calculated Value,4.59,0.22,Pastel,2022A&A...663A...4S,0.28,0.16,Pastel,2022A&A...663A...4S,0.245686394050172,0.0153060306061442,update_TIC,Calculated Value,1.1400873066883883,0.042410316044839,calc_from_L_and_Teff,Calculated Value,1.0619133710861206,0.0400022268295288,gaia_dr3_flame,2023A&A...674A...1G,0,6.69911527633667,0.8353815078735352,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,1,AF Lep,HD  35850,0.5,482.3,56.47,Simbad,81.76985,-11.90096
TIC 50726077,82.8641494408,-3.67722842408,82.86754111476276,-3.6865276019053095,50726077.0,3.209938366665771e+18,3.209938366665771e+18,25878.0,2MASS J05312734-0340356,4770-00574-1,WDS J05314-0336A,HD  36395,tic_near,761.6309015978574,0.0179881900548934,-2092.208719837279,0.0134696839377284,GaiaDR3,2023A&A...674A...1G,10.626,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.443,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.968,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.996,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.913,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,4.999,0.3,TIC,2019AJ....158..138S,4.149,0.212,TIC,2019AJ....158..138S,4.039,0.26,TIC,2019AJ....158..138S,5.969,0.11,7.108289241790772,0.0027902890440559,gaia_dr3,2023A&A...674A...1G,8.191393852233887,0.0030201646095064,6.069534778594971,0.0038949660678493,175.31313655111924,0.0203927978873252,GaiaDR3,2023A&A...674A...1G,5.703329086303711,0.0006604194641113,bj2021,2021AJ....161..147B,0,M1.5Ve,1989ApJS...71..245K,1,3967.0,1.0,gspspec,2023A&A...674A...1G,4.759764950962634,0.0230681173578468,calculated_from_M_and_R,Calculated Value,5.010000228881836,0.0050001144409179,gspspec,2023A&A...674A...1G,0.1800000071525573,0.005000002682209,gspspec [M/H],2023A&A...674A...1G,-1.2261354848966537,0.0204729074724554,calc_from_gaia,Calculated Value,0.5160128317907884,0.0121653621928949,calc_from_L_and_Teff,Calculated Value,0.5584937618082076,0.0136584293528719,Mann2019,Calculated Value,0,,,,,,8.79317,18.663774,3.2099381991642363e+18,8.79317,18.663774,3.2099381991642363e+18,1,1,A,276.5,2.549999999999999,,,,0,,HD  36395,2.44,20.12,6.7,Simbad,82.86415,-3.67723
TIC 149176305,81.9139681445,-60.41599571092,81.9126319385433,-60.41641048258048,149176305.0,4.75954329554594e+18,4.75954329554594e+18,25544.0,2MASS J05273934-6024575,8879-00151-1,,HD  36435,tic_near,-148.33013121418483,0.0201833639293909,-93.21871095856172,0.0200537834316492,GaiaDR3,2023A&A...674A...1G,8.068,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.75,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.983,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.573,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.191,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.704,0.018,TIC,2019AJ....158..138S,5.342,0.049,TIC,2019AJ....158..138S,5.2,0.018,TIC,2019AJ....158..138S,6.297,0.006,6.806275367736816,0.0028060444752656,gaia_dr3,2023A&A...674A...1G,7.186760425567627,0.0032574757604975,6.256558418273926,0.0040650901294787,51.33708293726009,0.0175415258854627,GaiaDR3,2023A&A...674A...1G,19.4780216217041,0.005934715270996,bj2021,2021AJ....161..147B,0,G5V,2006A&A...460..695T,1,5487.0,24.0,Pastel,2022A&A...663A...4S,4.538163914405197,0.0255569391318365,calculated_from_M_and_R,Calculated Value,4.65,0.07,Pastel,2022A&A...663A...4S,0.01,0.03,Pastel,2022A&A...663A...4S,-0.2543309327354665,0.0092097385837109,update_TIC,Calculated Value,0.8256904434252595,0.0113499381133105,calc_from_L_and_Teff,Calculated Value,0.858481228351593,0.0446671247482299,gaia_dr3_flame,2023A&A...674A...1G,0,10.021821975708008,3.02463436126709,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  36435,0.44,149.4,28.75,Simbad,81.91396,-60.41599
